CustomerID,frequency,recency,T,monetary_value,probability_alive,predicted_purchases,predicted_clv,estimated_monetary_value,CLV_segment,RFM,Segment,Subsegment
12428,6.0,258.0,283.0,331.20666666666665,0.9999999999610252,0.608885464079621,207.06630477500963,343.47505427623724,High CLV,232,Risk,"Risk, High CLV"
12429,3.0,722.0,731.0,750.3000000000001,0.9999999999400697,0.13918760310383052,91.27292943481055,662.312279782492,Medium CLV,323,Risk,"Risk, Medium CLV"
12431,13.0,704.0,739.0,463.40000000000003,0.999999999982137,0.5221935823501119,237.62618820192571,459.60436549952084,High CLV,333,Risk,"Risk, High CLV"
12432,1.0,130.0,172.0,1042.66,0.9966158305940276,0.2218847053331774,157.9211770757732,718.8435480806506,High CLV,113,Risk,"Risk, High CLV"
12433,5.0,739.0,739.0,2291.346,0.9999999999712674,0.21464728878351888,417.203446215772,1963.1064667343885,High CLV,333,Risk,"Risk, High CLV"
12434,1.0,176.0,260.0,519.89,0.9959901260097762,0.15699584144639572,72.26773373368668,464.91939148557134,Low CLV,213,Risk,"Risk, Low CLV"
12435,1.0,188.0,267.0,3850.9000000000005,0.9961801127368944,0.153461306461985,316.4774854122106,2082.8850453290884,High CLV,213,Risk,"Risk, High CLV"
12437,14.0,331.0,332.0,293.4792857142857,0.9999999999908065,1.1717706216348653,350.23485481065234,301.8826354130823,High CLV,332,Risk,"Risk, High CLV"
12438,1.0,126.0,140.0,1696.78,0.9972820485464028,0.2612073396916096,268.07841431775336,1036.568110148048,High CLV,113,Risk,"Risk, High CLV"
12444,4.0,150.0,171.0,553.815,0.9999999999382587,0.6474745282989374,336.13759024363316,524.3433545378385,High CLV,123,Risk,"Risk, High CLV"
12449,3.0,165.0,187.0,942.4533333333334,0.9999999999173865,0.47074581774735763,374.89112233642237,804.3407275962187,High CLV,223,Risk,"Risk, High CLV"
12450,1.0,17.0,173.0,96.0,0.9815200376771386,0.21750443063997177,55.78106657397994,259.0240441261434,Low CLV,111,High Value,"High Value, Low CLV"
12451,4.0,315.0,325.0,1519.0025,0.9999999999565088,0.37531526349397726,478.4429032525,1287.5237947597604,High CLV,323,Risk,"Risk, High CLV"
12455,4.0,224.0,297.0,163.99,0.9999999998833045,0.4063724416769466,86.95003371109539,216.10602748013144,Medium CLV,221,Nurture,"Nurture, Medium CLV"
12456,2.0,210.0,254.0,900.435,0.9999999998256526,0.26239729622430463,190.09868307551514,731.7135986879359,High CLV,213,Risk,"Risk, High CLV"
12457,5.0,173.0,239.0,298.796,0.9999999998714042,0.5974397462275809,188.5502244948129,318.7530256268202,High CLV,232,Risk,"Risk, High CLV"
12458,1.0,214.0,285.0,425.48,0.9964734535585262,0.1450402940018591,60.17905432386762,419.0617875217987,Low CLV,213,Risk,"Risk, Low CLV"
12462,1.0,286.0,304.0,343.48,0.9973947116830185,0.13718784801380357,51.51092251034199,379.23207112491957,Low CLV,212,Nurture,"Nurture, Low CLV"
12463,3.0,188.0,241.0,295.40333333333336,0.9999999998789602,0.38072122159215,122.91618789209883,326.07940595444745,Medium CLV,222,Nurture,"Nurture, Medium CLV"
12464,6.0,300.0,310.0,131.35833333333332,0.9999999999722018,0.5620974842181037,96.61540072440731,173.60254666037258,Medium CLV,331,Risk,"Risk, Medium CLV"
12465,1.0,152.0,169.0,271.25,0.997265127190018,0.22519552664624473,76.73323962887301,344.14791971825395,Medium CLV,112,High Value,"High Value, Medium CLV"
12468,1.0,130.0,317.0,472.95000000000005,0.9923408328597452,0.13154138888709838,57.58117600097459,442.1193074896018,Low CLV,113,Risk,"Risk, Low CLV"
12471,18.0,728.0,730.0,857.8688888888888,0.9999999999929052,0.722745428753249,596.1971726272657,833.1552444299447,High CLV,333,Risk,"Risk, High CLV"
12472,6.0,703.0,735.0,757.4683333333334,0.9999999999696743,0.2543945437957101,177.7740578762992,705.8005088318645,High CLV,333,Risk,"Risk, High CLV"
12473,2.0,138.0,191.0,998.02,0.9999999997756654,0.33353817836864014,262.70933511782806,795.5204101874826,High CLV,113,Risk,"Risk, High CLV"
12474,16.0,313.0,330.0,408.274375,0.9999999999833347,1.339644944443627,541.9164385901312,408.5676620855301,High CLV,333,Risk,"Risk, High CLV"
12476,9.0,712.0,727.0,653.9966666666667,0.9999999999826459,0.37417423045444737,232.8882062582754,628.6298445384092,High CLV,333,Risk,"Risk, High CLV"
12477,5.0,280.0,302.0,2172.7580000000003,0.9999999999584148,0.48782426219439085,900.9011095420049,1865.241627270353,High CLV,233,Risk,"Risk, High CLV"
12480,3.0,309.0,337.0,713.7933333333334,0.9999999999243068,0.2841247519758207,178.7253551659572,635.3286979128752,High CLV,323,Risk,"Risk, High CLV"
12481,7.0,709.0,731.0,696.9914285714286,0.9999999999761517,0.29455348997854314,192.38731216173247,659.6804719492696,High CLV,333,Risk,"Risk, High CLV"
12483,7.0,323.0,340.0,223.3457142857143,0.9999999999729314,0.5965445157016329,146.63333525623952,248.26255997779603,Medium CLV,331,Risk,"Risk, Medium CLV"
12484,3.0,302.0,337.0,975.6833333333334,0.99999999991863,0.2841247519742078,233.17988712458617,828.902390092403,High CLV,323,Risk,"Risk, High CLV"
12488,2.0,66.0,75.0,345.635,0.9999999998585025,0.6660149489614395,243.2950851836155,368.95273359649264,High CLV,112,High Value,"High Value, High CLV"
12490,9.0,325.0,330.0,453.96777777777777,0.9999999999836409,0.7741716477938533,344.6639579467309,449.6555751146459,High CLV,333,Risk,"Risk, High CLV"
12492,1.0,42.0,105.0,118.82,0.9941828003110864,0.3226612529450921,86.29059679195858,270.1083627624456,Medium CLV,111,High Value,"High Value, Medium CLV"
12493,1.0,32.0,197.0,183.24,0.9847308888975065,0.19624516972953368,58.562468622438075,301.39897654643283,Low CLV,111,High Value,"High Value, Low CLV"
12494,6.0,716.0,731.0,174.08333333333334,0.999999999973846,0.25571201826053136,53.147363393497855,209.91910115363575,Low CLV,331,Risk,"Risk, Low CLV"
12498,1.0,36.0,57.0,138.45,0.9965021721613987,0.48122452899162227,133.2387833591882,279.64320828525945,Medium CLV,111,High Value,"High Value, Medium CLV"
12500,9.0,311.0,334.0,414.76444444444445,0.9999999999736662,0.7659219636382789,314.3910233330185,414.57870206253875,High CLV,333,Risk,"Risk, High CLV"
12502,4.0,215.0,310.0,622.655,0.9999999998375273,0.3913374730859613,224.25404784584572,578.7756192582965,High CLV,223,Risk,"Risk, High CLV"
12504,1.0,12.0,30.0,32.65,0.9962121326093635,0.6630828120430763,149.8522246576954,228.25315956831054,Medium CLV,111,High Value,"High Value, Medium CLV"
12507,2.0,165.0,299.0,345.325,0.9999999995813638,0.22770602732715584,83.13525355005635,368.75003736689933,Medium CLV,212,Nurture,"Nurture, Medium CLV"
12508,1.0,3.0,29.0,123.08,0.9950433563971343,0.6717165771977476,181.0160221984078,272.17756510208835,High CLV,111,High Value,"High Value, High CLV"
12510,1.0,184.0,326.0,217.51999999999998,0.9948245036360809,0.1286399915432872,40.50882770439068,318.04974091332326,Low CLV,211,Nurture,"Nurture, Low CLV"
12516,1.0,103.0,180.0,656.86,0.9953000519559504,0.21358376024656903,112.38515025049658,531.4495897158217,Medium CLV,113,Risk,"Risk, Medium CLV"
12517,3.0,162.0,190.0,518.63,0.999999999908767,0.4646420208351439,225.91513121158974,491.0754350490879,High CLV,223,Risk,"Risk, High CLV"
12518,4.0,110.0,110.0,388.015,0.9999999999616898,0.9083971836039525,353.6850247784765,393.24414636450985,High CLV,122,Nurture,"Nurture, High CLV"
12520,4.0,194.0,273.0,362.21,0.9999999998556519,0.4373961672907334,161.46412570693698,372.8399541635886,High CLV,222,Nurture,"Nurture, High CLV"
12522,1.0,12.0,51.0,85.32000000000001,0.9943122717274091,0.5113566891801922,128.5158168976496,253.83646642957424,Medium CLV,111,High Value,"High Value, Medium CLV"
12523,10.0,313.0,332.0,159.68200000000002,0.9999999999778051,0.8503738927529121,154.86454179964815,183.93460635449287,Medium CLV,331,Risk,"Risk, Medium CLV"
12524,7.0,325.0,334.0,523.1899999999999,0.9999999999769744,0.6060798116208385,305.26809454728755,508.7131588630524,High CLV,333,Risk,"Risk, High CLV"
12526,2.0,94.0,94.0,344.18,0.9999999998850695,0.5725359360979073,208.6079290156173,368.0013690350145,High CLV,112,High Value,"High Value, High CLV"
12527,2.0,245.0,326.0,108.095,0.9999999997812712,0.21097069961579581,44.62450421494639,213.63511302363486,Low CLV,211,Nurture,"Nurture, Low CLV"
12528,5.0,304.0,313.0,241.19,0.9999999999668292,0.4726817218725198,126.92844084230384,271.2136292109498,Medium CLV,332,Risk,"Risk, Medium CLV"
12530,3.0,278.0,337.0,388.96000000000004,0.9999999998945055,0.28412475196735343,111.18307736792863,395.23099400544606,Medium CLV,222,Nurture,"Nurture, Medium CLV"
12535,1.0,95.0,186.0,344.9,0.9946371124768726,0.2078090616077929,78.16949884245074,379.9218052381338,Medium CLV,112,High Value,"High Value, Medium CLV"
12539,3.0,312.0,334.0,1284.1666666666667,0.9999999999286491,0.28639550756700943,299.69875900312053,1056.915135173091,High CLV,323,Risk,"Risk, High CLV"
12540,16.0,708.0,727.0,677.451875,0.9999999999883942,0.6474799453077043,423.7714374101628,661.0384690461109,High CLV,333,Risk,"Risk, High CLV"
12541,2.0,251.0,280.0,278.39,0.9999999998532612,0.24116842335553157,77.59987967573743,324.98399824488104,Medium CLV,212,Nurture,"Nurture, Medium CLV"
12545,1.0,184.0,259.0,288.24,0.9962321335317833,0.15755678986621457,54.97334900359797,352.4004426643878,Low CLV,212,Nurture,"Nurture, Low CLV"
12546,1.0,31.0,77.0,345.3,0.994796740458837,0.39923179703943,150.25191317260578,380.1160965376308,Medium CLV,112,High Value,"High Value, Medium CLV"
12547,1.0,83.0,280.0,20.4,0.9893249568196247,0.14624020756944997,32.18775760856599,222.30298852121578,Low CLV,111,High Value,"High Value, Low CLV"
12553,9.0,322.0,330.0,298.4411111111111,0.9999999999822995,0.7741716477928148,237.9997707535521,310.49931775003273,High CLV,332,Risk,"Risk, High CLV"
12556,1.0,101.0,151.0,290.81,0.9961497012732039,0.24599151969755073,86.1332643172055,353.64876426365583,Medium CLV,112,High Value,"High Value, Medium CLV"
12557,4.0,721.0,737.0,2842.7400000000002,0.9999999999578635,0.17665675316662663,408.2716326500569,2334.2122029584434,High CLV,323,Risk,"Risk, High CLV"
12559,1.0,9.0,320.0,75.60000000000001,0.9484419361210904,0.12467858467325554,30.751810932647857,249.11518785179783,Low CLV,111,High Value,"High Value, Low CLV"
12560,1.0,138.0,143.0,625.7,0.997499655762343,0.25701314662351615,131.38570519141786,516.3142974850077,Medium CLV,113,Risk,"Risk, Medium CLV"
12562,6.0,190.0,198.0,499.12999999999994,0.9999999999712488,0.8250996719094693,397.2006001892742,486.211084368464,High CLV,233,Risk,"Risk, High CLV"
12567,8.0,713.0,735.0,905.5450000000001,0.9999999999789866,0.331677250689929,278.47018515042305,847.9776240814916,High CLV,333,Risk,"Risk, High CLV"
12569,25.0,250.0,252.0,117.2004,0.9999999999942955,2.6161622953151795,334.70997242332066,129.218692874261,High CLV,231,Risk,"Risk, High CLV"
12571,1.0,82.0,121.0,271.26,0.996306185227445,0.2914873910688642,99.32296544262447,344.15277700074137,Medium CLV,112,High Value,"High Value, Medium CLV"
12572,1.0,43.0,51.0,433.68,0.9972376625485021,0.5128611643912176,214.81507700313094,423.0447591614866,High CLV,113,Risk,"Risk, High CLV"
12576,4.0,270.0,305.0,262.245,0.9999999999375746,0.3969865927059989,115.47865814779314,293.7969364009421,Medium CLV,222,Nurture,"Nurture, Medium CLV"
12577,1.0,690.0,725.0,457.96000000000004,0.9974224592902233,0.061826414698870215,26.61830635398538,434.83824104095277,Low CLV,313,Risk,"Risk, Low CLV"
12578,1.0,310.0,331.0,989.85,0.9973760349509763,0.12723818524923683,87.32725005235424,693.1922392645631,Medium CLV,313,Risk,"Risk, Medium CLV"
12582,1.0,51.0,289.0,186.2,0.9822656803143068,0.14124124649422357,42.34954211376093,302.8367321627104,Low CLV,111,High Value,"High Value, Low CLV"
12583,14.0,737.0,739.0,421.68,0.999999999990822,0.5606368690505138,233.72990226719398,421.0697054042589,High CLV,333,Risk,"Risk, High CLV"
12584,8.0,277.0,280.0,234.315,0.9999999999822049,0.8012699260299478,202.4588601678273,255.19920581901752,High CLV,232,Risk,"Risk, High CLV"
12585,1.0,483.0,717.0,669.25,0.9957139618390498,0.06237159718339519,33.1908146488035,537.4677627177405,Low CLV,313,Risk,"Risk, Low CLV"
12589,1.0,116.0,144.0,461.18,0.996899413531545,0.2554728392240373,110.38508024630356,436.40228600190335,Medium CLV,113,Risk,"Risk, Medium CLV"
12592,1.0,121.0,213.0,187.8,0.9951384150284942,0.18584490098615203,55.866430389127416,303.6138973606983,Low CLV,111,High Value,"High Value, Low CLV"
12593,2.0,110.0,218.0,91.05,0.9999999995379827,0.2988174332154046,59.90848401260594,202.49008969003057,Low CLV,111,High Value,"High Value, Low CLV"
12594,8.0,286.0,323.0,365.40250000000003,0.9999999999588376,0.7067106142832854,259.5695933625836,370.96554657253284,High CLV,232,Risk,"Risk, High CLV"
12596,1.0,191.0,242.0,236.32,0.996725015461775,0.16709159033682205,54.12798594043027,327.18143198968096,Low CLV,212,Nurture,"Nurture, Low CLV"
12597,3.0,249.0,268.0,921.0233333333332,0.9999999999278817,0.3474941398000338,271.28658702136636,788.5009314092421,High CLV,223,Risk,"Risk, High CLV"
12598,6.0,276.0,285.0,365.7033333333333,0.9999999999723677,0.6051542089820703,223.36629319648353,372.79746679433987,High CLV,232,Risk,"Risk, High CLV"
12599,6.0,276.0,305.0,120.45333333333333,0.999999999959124,0.5702115957448861,92.7769376307501,164.33321894243147,Medium CLV,231,Risk,"Risk, Medium CLV"
12600,9.0,709.0,737.0,250.28222222222223,0.9999999999795908,0.3693670812069792,97.79433499195436,267.4095320544434,Medium CLV,332,Risk,"Risk, Medium CLV"
12601,4.0,144.0,333.0,90.2,0.9999999990395549,0.3672950704890423,57.37067668115749,157.75976348067474,Low CLV,121,High Value,"High Value, Low CLV"
12604,1.0,182.0,261.0,75.67999999999999,0.9961385663630531,0.15649994530599604,38.60652929628537,249.15404611169723,Low CLV,211,Nurture,"Nurture, Low CLV"
12609,2.0,241.0,319.0,356.46000000000004,0.9999999997841742,0.21506869217866637,80.07172547690624,376.0307551621287,Medium CLV,212,Nurture,"Nurture, Medium CLV"
12610,3.0,104.0,126.0,304.2633333333333,0.9999999999047808,0.6423144364709638,211.5365276966957,332.62819709847975,High CLV,122,Nurture,"Nurture, High CLV"
12613,2.0,205.0,262.0,1171.3600000000001,0.9999999998032374,0.25547777172731057,229.89465653286882,908.860295470379,High CLV,213,Risk,"Risk, High CLV"
12615,3.0,166.0,168.0,504.15000000000003,0.9999999999405238,0.513465198765998,244.21252339822192,480.37267028999224,High CLV,223,Risk,"Risk, High CLV"
12616,1.0,203.0,298.0,421.7,0.9959795524587461,0.13941521083069566,57.591696804936056,417.2257347415523,Low CLV,213,Risk,"Risk, Low CLV"
12619,7.0,237.0,253.0,391.36857142857144,0.9999999999707354,0.772850919807924,301.6494477406122,394.21049313590345,High CLV,233,Risk,"Risk, High CLV"
12620,2.0,190.0,204.0,370.875,0.9999999998662323,0.3158669445999235,120.54737624684023,385.4561298382158,Medium CLV,212,Nurture,"Nurture, Medium CLV"
12621,16.0,730.0,731.0,748.9412500000001,0.9999999999921716,0.6441267354456509,464.33935981615474,728.0908051267922,High CLV,333,Risk,"Risk, High CLV"
12624,1.0,71.0,177.0,305.19,0.9931749535558153,0.2160557070213978,77.14547891082874,360.63353648057193,Medium CLV,112,High Value,"High Value, Medium CLV"
12625,1.0,109.0,320.0,823.2,0.9904721376571319,0.1302037157766701,78.92738173549596,612.2456266116374,Medium CLV,113,Risk,"Risk, Medium CLV"
12626,8.0,304.0,327.0,625.3100000000001,0.9999999999714457,0.699036699506161,415.61244096524894,600.4957474642599,High CLV,333,Risk,"Risk, High CLV"
12627,5.0,130.0,140.0,677.302,0.9999999999605633,0.9235489706623881,577.0950252479133,631.1153972510511,High CLV,133,Risk,"Risk, High CLV"
12628,2.0,60.0,64.0,208.41,0.9999999998729843,0.7355427280637986,203.34986061073562,279.22695906121265,High CLV,111,High Value,"High Value, High CLV"
12630,1.0,34.0,43.0,449.09000000000003,0.9971390586566755,0.5614351786222059,239.3213790456777,430.5298314746075,High CLV,113,Risk,"Risk, High CLV"
12633,3.0,230.0,288.0,341.72,0.9999999998849582,0.32639362665056376,116.43978332238603,360.3139631201091,Medium CLV,222,Nurture,"Nurture, Medium CLV"
12635,1.0,65.0,154.0,879.54,0.9937546374772424,0.24163184747018426,153.0203187869165,639.6115561457857,Medium CLV,113,Risk,"Risk, Medium CLV"
12637,6.0,257.0,324.0,735.87,0.9999999999127702,0.540559432748247,367.9238951365895,687.4417715711585,High CLV,233,Risk,"Risk, High CLV"
12640,2.0,58.0,81.0,159.995,0.9999999998031968,0.6333592392444485,155.2485056530982,247.57038501037948,Medium CLV,111,High Value,"High Value, Medium CLV"
12642,2.0,82.0,107.0,287.40500000000003,0.9999999998148745,0.5223711383293574,171.13009620956095,330.8785353732144,High CLV,112,High Value,"High Value, High CLV"
12643,4.0,205.0,333.0,551.61,0.9999999997392695,0.367295070746044,190.04786863689802,522.5998457681028,High CLV,223,Risk,"Risk, High CLV"
12645,3.0,284.0,317.0,426.6266666666667,0.9999999999187643,0.29998124091319867,125.65708659458335,423.0719796817308,Medium CLV,223,Risk,"Risk, Medium CLV"
12646,1.0,45.0,49.0,615.28,0.997428452025868,0.5243116676740419,265.40189883361774,511.2530091331116,High CLV,113,Risk,"Risk, High CLV"
12647,10.0,713.0,735.0,284.682,0.999999999982689,0.4089599575832932,120.24521121032892,296.967126170774,Medium CLV,332,Risk,"Risk, Medium CLV"
12649,1.0,105.0,212.0,230.51000000000002,0.9943108265004735,0.1864232277030875,59.869422894887116,324.3593508644874,Low CLV,112,High Value,"High Value, Low CLV"
12653,1.0,149.0,297.0,1430.75,0.9940688605127566,0.1395589852203907,125.37506999623216,907.3498241350997,Medium CLV,113,Risk,"Risk, Medium CLV"
12654,3.0,286.0,296.0,127.12666666666667,0.9999999999359923,0.3186539150012701,63.63587666246205,201.69918649463477,Low CLV,221,Nurture,"Nurture, Low CLV"
12656,4.0,216.0,233.0,787.4925000000001,0.9999999999486386,0.5011634384973407,351.86326363315885,709.1137720162644,High CLV,223,Risk,"Risk, High CLV"
12657,2.0,67.0,78.0,440.37,0.9999999998524616,0.6492767445095916,277.0007751918355,430.8960475013915,High CLV,113,Risk,"Risk, High CLV"
12662,9.0,739.0,739.0,366.70000000000005,0.9999999999856337,0.3684204355692717,135.53984273693644,371.5734197881276,Medium CLV,332,Risk,"Risk, Medium CLV"
12664,8.0,315.0,323.0,476.2875,0.9999999999801348,0.7067106142983364,328.0890745843415,468.8906019321479,High CLV,333,Risk,"Risk, High CLV"
12668,3.0,710.0,721.0,926.4266666666666,0.9999999999394626,0.14101332479269132,110.64586205221477,792.4947577615658,Medium CLV,323,Risk,"Risk, Medium CLV"
12669,1.0,106.0,256.0,399.43,0.9927588666485632,0.15859144255040272,63.814773117431216,406.4085666420584,Low CLV,113,Risk,"Risk, Low CLV"
12670,4.0,222.0,232.0,541.25,0.9999999999545539,0.5029967151913695,256.18375806547135,514.4081220245823,High CLV,223,Risk,"Risk, High CLV"
12673,1.0,322.0,327.0,353.62,0.9975536750718897,0.1286427268027955,48.92975221931835,384.15735556716777,Low CLV,312,Risk,"Risk, Low CLV"
12674,3.0,169.0,207.0,431.2866666666667,0.9999999998958093,0.43283904893921166,182.78509237108915,426.5163777326552,High CLV,223,Risk,"Risk, High CLV"
12676,5.0,288.0,312.0,124.378,0.9999999999574474,0.47401936029740727,82.04497694244515,174.81443513167588,Medium CLV,231,Risk,"Risk, Medium CLV"
12678,7.0,677.0,719.0,2325.4542857142856,0.9999999999705274,0.2992020694645499,614.4588757645726,2074.195093746665,High CLV,333,Risk,"Risk, High CLV"
12679,3.0,225.0,283.0,76.32000000000001,0.9999999998835898,0.3314248148473687,53.86338578046816,164.1458852841983,Low CLV,221,Nurture,"Nurture, Low CLV"
12680,3.0,113.0,113.0,171.67666666666665,0.9999999999425346,0.6964057125343153,161.77844459761664,234.6279275179574,High CLV,121,High Value,"High Value, High CLV"
12681,19.0,719.0,733.0,600.2115789473685,0.9999999999908729,0.7586865836998247,443.4410072458401,590.3299556638806,High CLV,333,Risk,"Risk, High CLV"
12682,26.0,734.0,737.0,412.6146153846154,0.9999999999949059,1.02458219654678,418.5871596303369,412.62968715593667,High CLV,333,Risk,"Risk, High CLV"
12683,10.0,727.0,731.0,665.749,0.9999999999865086,0.41107790513506226,261.11620995722785,641.5508320014203,High CLV,333,Risk,"Risk, High CLV"
12684,5.0,206.0,213.0,324.106,0.9999999999664231,0.6585059638745833,221.44064007447452,339.6401228612347,High CLV,232,Risk,"Risk, High CLV"
12685,5.0,65.0,93.0,415.968,0.9999999998940738,1.246587578548159,512.7662864811238,415.4493099867891,High CLV,133,Risk,"Risk, High CLV"
12689,1.0,102.0,127.0,664.58,0.9969141544384301,0.2812715576959142,149.04591310280182,535.1994117961133,Medium CLV,113,Risk,"Risk, Medium CLV"
12691,4.0,695.0,723.0,191.45,0.999999999954543,0.1798923504604964,42.35820796731605,237.81883964201086,Low CLV,321,Risk,"Risk, Low CLV"
12693,3.0,193.0,320.0,195.28666666666666,0.9999999997288072,0.2974908766261277,74.24873071707518,252.07905154849942,Low CLV,221,Nurture,"Nurture, Low CLV"
