id,Description,StockCode,UnitPrice,ProfitMargin,DiscountedPrice,DiscountPct
CwXGhHBb3uAbJPn8L4kHYN,STRAWBERRY CHARLOTTE BAG,20723,0.85,0.2,0.38,0.55
Nkmzs965qxCxwnaEbR4VZY,RED 3 PIECE RETROSPOT CUTLERY SET,84997B,3.75,2.81,3.45,0.08
N82bzbF6KvHKAMrzAebSLF,BLUE 3 PIECE POLKADOT CUTLERY SET,84997C,3.75,2.88,3.52,0.06
XQSYtMiJ8LeQAxRGjQwcUF,SET/6 RED SPOTTY PAPER PLATES,21094,0.85,0.38,0.63,0.26
2BmNJipxrSb8tdQB23JoiL,LUNCH BAG RED RETROSPOT,20725,1.65,1.45,1.45,0.12
MdWSZKtFj2AZStVuwJCXGx,STRAWBERRY LUNCH BOX WITH CUTLERY,21559,2.55,1.49,2.35,0.08
mCjnUJw2F5GNmkCJySRSgr,LUNCH BOX WITH CUTLERY RETROSPOT,22352,2.55,0.96,2.45,0.04
QZjQWy3UZsAxxQ2UDrmKxr,PACK OF 72 RETROSPOT CAKE CASES,21212,0.42,0.27,0.41,0.03
EgnjkTJu2gi7p826g2U8Di,PACK OF 60 DINOSAUR CAKE CASES,21975,0.55,0.17,0.2,0.63
KsDaRBoAuBbtRWapcCAHd5,PACK OF 60 PINK PAISLEY CAKE CASES,21977,0.55,0.52,0.53,0.04
5xgjySXzLbHULiHUvVRGrV,60 TEATIME FAIRY CAKE CASES,84991,0.55,0.17,0.51,0.07
CuzZcxipCPprDwZgURGHKp,TOMATO CHARLIE+LOLA COASTER SET,84519A,2.95,2.23,2.42,0.18
CSmRiFYVCkRG5n6BsqpgFh,CHARLIE & LOLA WASTEPAPER BIN FLORA,85183B,1.25,1.1,1.17,0.06
HYpjTwpgmTjt57oUMCYD2y,RED CHARLIE+LOLA PERSONAL DOORSIGN,85071B,0.38,0.1,0.12,0.68
PApVSDx4uQEHm8S2yueNDY,JUMBO STORAGE BAG SUKI,21931,1.95,0.18,1.75,0.1
CTr56nasrqqaHSnLG5D7oR,JUMBO BAG PINK VINTAGE PAISLEY,21929,1.95,1.21,1.46,0.25
PND5vYNqkRGpwuBGcAWYYo,JAM MAKING SET PRINTED,22961,1.45,0.48,0.94,0.35
GMBBoGmGbqX2wCVpSeJzMX,RETROSPOT TEA SET CERAMIC 11 PC,22139,4.25,0.88,2.89,0.32
X9xZBCaHEX2qhtCKJRJfjk,GIRLY PINK TOOL SET,84854,4.95,4.8,4.85,0.02
Z6cagdon9hwEj2GTdjSZnt,JUMBO SHOPPER VINTAGE RED PAISLEY,22411,1.95,1.63,1.66,0.15
iGtuvps5WiVtgHhWbKtcTK,"AIRLINE LOUNGE,METAL SIGN",82567,2.1,0.18,1.16,0.45
SYCktHb7znkCRHFPPRseL4,WHITE SPOT RED CERAMIC DRAWER KNOB,21672,1.25,0.29,1.03,0.18
XZJk7BTuSHa4QVCqnSQRZk,RED DRAWER KNOB ACRYLIC EDWARDIAN,22774,1.25,0.71,0.94,0.25
Pz2zzrPD9sLqU5vwwHMfPa,CLEAR DRAWER KNOB ACRYLIC EDWARDIAN,22771,1.25,0.14,0.82,0.34
3Q8jHRxyNgmp4fnaAwqFWA,PHOTO CLIP LINE,71270,1.25,0.4,0.8,0.36
mveEhtPegeta9qqg5Ft4Kr,FELT EGG COSY CHICKEN,22262,0.85,0.04,0.65,0.24
hVYT9Ls935Mf5RznZ6fZBw,PIGGY BANK RETROSPOT,22637,2.55,1.61,2.45,0.04
SG9x4Tqw9iTTwWVqGYShUZ,SKULL SHOULDER BAG,21934,1.65,0.96,1.15,0.3
CP2tLmy4qk5c38rySMtzZx,YOU'RE CONFUSING ME METAL SIGN,21169,1.69,0.99,1.64,0.03
kAa5QktWEwEYfHt2PqXfw9,COOK WITH WINE METAL SIGN,21166,1.95,0.19,0.47,0.76
9YKqTZecwWhnHs66qXhCna,GIN + TONIC DIET METAL SIGN,21175,2.1,1.57,1.95,0.07
XRw8rkuka9JFh9ybhCqY5E,YELLOW BREAKFAST CUP AND SAUCER,37444A,2.95,0.48,0.86,0.71
iwDoZsQwcD3hZCeTPMDPom,PINK BREAKFAST CUP AND SAUCER,37444C,2.95,0.65,2.51,0.15
86AyMEBKQuyNXqqoH8hGBF,PAPER CHAIN KIT RETROSPOT,22083,2.95,1.21,1.89,0.36
MLwF2BKXRoB3Gg2XYGtuDZ,SMALL HEART FLOWERS HOOK,84971S,0.85,0.46,0.8,0.06
6x7rfG4G6iAbLk7d5UmAb3,TEA TIME DES TEA COSY,47580,2.55,1.3,2.07,0.19
NXJ9HhJiwqoxzRAFGXYCbq,FELT EGG COSY WHITE RABBIT,22261,0.85,0.84,0.83,0.02
7bjvGEot4tHQSF7EZnuuZA,ZINC WILLIE WINKIE  CANDLE STICK,84832,0.85,0.08,0.53,0.38
V3662M65rC82g7rz2i2fVD,CERAMIC CHERRY CAKE MONEY BANK,22644,1.45,1.37,1.38,0.05
c2q2Uz6pRTQtzAcEYKv3Ba,RETROSPOT LARGE MILK JUG,21533,4.95,0.45,2.72,0.45
L74LbdGCSAUZCWq3qBMXuB,SET OF 6 FUNKY BEAKERS,21557,2.95,1.63,2.24,0.24
4VjCvuPuCFgXzB2ferY2ow,EDWARDIAN PARASOL BLACK,15056BL,5.95,0.51,2.08,0.65
MXxzBDBkD9cyFqediqhQ73,EDWARDIAN PARASOL NATURAL,15056N,5.95,4.98,5.83,0.02
3nxTFgmJppkm2n5w4BPvKZ,CERAMIC STRAWBERRY CAKE MONEY BANK,22646,1.45,1.2,1.3,0.1
An9rCdMdeVaxk2yityqTZq,BLUE OWL SOFT TOY,22176,2.95,1.73,2.8,0.05
dge52ugHyiVTz2EvXLXqfv,BALLOON ART MAKE YOUR OWN FLOWERS,22438,1.95,1.43,1.75,0.1
WpJ7ifYp9k9tDkYU5HL8sZ,GLASS CLOCHE SMALL,22778,3.95,3.56,3.71,0.06
7gqrH6z8t7S4CPsomZ9D9H,GUMBALL MONOCHROME COAT RACK,22719,1.06,0.06,0.92,0.13
9wk57wpZfPSgCsXjbn8R76,DOORMAT FANCY FONT HOME SWEET HOME,21523,6.75,1.19,3.44,0.49
9is4KPD7rAC96kzPrhwngy,VINTAGE SNAKES & LADDERS,21912,3.75,3.67,3.67,0.02
Db3s4KJjZArmB7ASxXsBS5,CHOCOLATE CALCULATOR,21832,1.65,1.59,1.58,0.04
RAQr8K6dED7FQRR9s7J7rM,RECYCLING BAG RETROSPOT,22379,2.1,0.17,0.67,0.68
GT9s4Sfy8tG7i3xzJgqwfY,TOY TIDY PINK POLKADOT,22381,1.85,0.8,1.78,0.04
HnU7EDjpQvHt23rkpnyExH,ANTIQUE GLASS DRESSING TABLE POT,22798,2.95,1.4,1.56,0.47
2vz2XnC5ZscTdQmVXG4a3z,IVORY GIANT GARDEN THERMOMETER,22926,5.95,2.13,4.94,0.17
Tx5AtZ7MRftAvMeBE5NAki,3 TIER CAKE TIN GREEN AND CREAM,22839,14.95,8.83,13.31,0.11
dcZiZYmRMgehkpLzsEN6L5,3 TIER CAKE TIN RED AND CREAM,22838,14.95,6.17,12.86,0.14
HNsUBzSEAgkdbnJUCYt4oJ,SET 3 WICKER OVAL BASKETS W LIDS,22783,16.95,4.88,10.0,0.41
LkyvKjs97JSBHVffBq3Zk8,SET OF 3 COLOURED  FLYING DUCKS,35004C,4.65,2.13,2.28,0.51
j7Ufbz4pEPqZchErcVNrur,WOOD BLACK BOARD ANT WHITE FINISH,82484,6.45,0.18,3.74,0.42
G3RrZkHK8kgvihJpDKS2Sh,COLOUR GLASS T-LIGHT HOLDER HANGING,84755,0.65,0.1,0.15,0.77
2N7VgrWa7dwuYiwHkYVKE5,HANGING METAL HEART LANTERN,22464,1.65,1.54,1.55,0.06
Dc9X3Ym2NEFuxwrXs4KkHx,HANGING MEDINA LANTERN SMALL,21324,2.95,0.42,2.45,0.17
kHxLBsSLgcWhEdxbFFvpat,NATURAL SLATE HEART CHALKBOARD,22457,2.95,0.44,2.33,0.21
4tebcXohUatguk2ebGZ8UG,HEART OF WICKER SMALL,22469,1.45,1.27,1.35,0.07
JMnyK5vH3avGEoJqrmp7Kg,HEART OF WICKER LARGE,22470,2.55,0.54,1.86,0.27
CydL2LRJVH3uZYhzReDZyg,WHITE LOVEBIRD LANTERN,22224,2.95,1.73,2.63,0.11
myAv55EoPRM2awr2BrVSEX,CLASSIC METAL BIRDCAGE PLANT HOLDER,21340,12.75,11.55,12.11,0.05
BZ3HaWALQ2HZv8UGdGC4Mg,CREAM HEART CARD HOLDER,22189,3.95,2.52,2.8,0.29
R8U5LhFYQfWag2pY9SVGGw,ENAMEL FLOWER JUG CREAM,22427,5.95,4.06,4.4,0.26
FuunypyYXJUkzSooQQXXXM,ENAMEL FIRE BUCKET CREAM,22428,6.95,6.28,6.53,0.06
5Qnu2ycorV58fkuVfBjCbN,ENAMEL BREAD BIN CREAM,22424,10.95,5.89,7.66,0.3
EWkWS36Rtrt26ccgE78gLV,JUMBO BAG DOLLY GIRL DESIGN,22663,1.95,1.04,1.07,0.45
MRwbvLf5BBzfuJHZ3brjjR,TRADITIONAL CHRISTMAS RIBBONS,85049A,1.25,0.64,0.73,0.42
WWSEVBgnVpAsuX978UWhbg,ORGANISER WOOD ANTIQUE WHITE,22168,8.5,2.36,4.68,0.45
EnvHKmH22nn4wzF7ohAFAo,LUNCH BAG DOLLY GIRL DESIGN,22662,1.65,0.2,0.25,0.85
B8e8a62G9aJ3ipEiqBz5Dk,WHITE WIRE EGG HOLDER,84880,4.95,1.64,3.96,0.2
6jHcmogowY6KvutM2NjN9D,JUMBO BAG RED RETROSPOT,85099B,1.65,1.6,1.6,0.03
5WFraMfd77K8MmZihkTH8r,CHILLI LIGHTS,79321,3.82,1.93,1.99,0.48
ejHwPB7yHDvizwKBCXj7fd,LIGHT GARLAND BUTTERFILES PINK,22780,3.37,3.35,3.3,0.02
h8YPvenrwEYvE6ohx3YtJJ,WOODEN OWLS LIGHT GARLAND,22779,3.37,2.31,3.0,0.11
KFbBQrmFsFC4QiiEbsYCAi,FAIRY TALE COTTAGE NIGHTLIGHT,22466,1.45,0.9,1.28,0.12
Hyd9NG4KqsmTQcerPN6wuX,HOME SMALL WOOD LETTERS,21363,4.95,1.82,2.28,0.54
Qp8WxhpHQqVXCy3PvyKHB5,GINGHAM HEART  DOORSTOP RED,21411,4.25,2.87,3.78,0.11
DWRXkz79HGgTvozUpQVARb,FIVE HEART HANGING DECORATION,22318,2.95,2.31,2.48,0.16
gJpMpLQHk2oHesqfT6KUXT,ASSORTED BOTTLE TOP  MAGNETS,22915,0.42,0.24,0.33,0.22
awSMbPWiVMVCxmbyntaBSb,FRIDGE MAGNETS US DINER ASSORTED,22922,0.85,0.11,0.78,0.08
SV8Z7EcnE3jKKLfBmMJtLT,HOMEMADE JAM SCENTED CANDLES,22969,1.45,1.15,1.25,0.14
F5racVrgYHnneADD8VGFLg,FRIDGE MAGNETS LES ENFANTS ASSORTED,22923,0.85,0.54,0.65,0.23
iqHgbsf4wBhBnJAohiEtbn,ROSE CARAVAN DOORSTOP,21115,6.75,3.2,4.25,0.37
jgazPWSDMHtzsRt8Yitqsk,5 HOOK HANGER MAGIC TOADSTOOL,22242,1.65,1.0,1.47,0.11
E9UEmrkWLJA3XLxLXCiHCq,CHRISTMAS LIGHTS 10 REINDEER,22941,8.5,6.72,7.82,0.08
jXs6PiDiPrEiNWnhDvsLu3,VINTAGE UNION JACK CUSHION COVER,21622,4.95,1.05,2.33,0.53
bF5bEZAU3dQGpt2poDDPKf,SET OF 3 GOLD FLYING DUCKS,35004G,6.35,2.24,4.13,0.35
A7EH6sqTAafhFA9uzgQyap,RED RETROSPOT UMBRELLA,85014B,5.95,2.55,3.15,0.47
Bg8eRw4W4s8oPdmDywGEYK,BLACK/BLUE POLKADOT UMBRELLA,85014A,5.95,5.56,5.59,0.06
GoHTTgbUic6vmbBXWm4kJg,RED DINER WALL CLOCK,22193,8.5,5.46,7.48,0.12
oBkDahwRNd3SowPGdL4RSd,BLUE DINER WALL CLOCK,22192,8.5,7.06,7.65,0.1
AA2tZT937n2xRher9fG4ie,IVORY DINER WALL CLOCK,22191,8.5,1.31,6.8,0.2
9u5tYkpDPeTtjtpqw9w6w2,LARGE HEART MEASURING SPOONS,22195,1.65,0.14,1.47,0.11
kBN6eSQMn8MLsmKd8D3vWT,SMALL HEART MEASURING SPOONS,22196,0.85,0.7,0.77,0.1
JsY4ppwg6SMYoz4mhuXTZR,JAM JAR WITH PINK LID,22962,0.72,0.42,0.55,0.23
mXp7WMu4epMcQj5kKoEKzS,JAM JAR WITH GREEN LID,22963,0.72,0.42,0.49,0.32
FddQ6WWJDPu2D6dTU5Vgst,ROSE COTTAGE KEEPSAKE BOX,22968,8.5,4.97,7.57,0.11
26qP3iqQT8g8jJqeouEPL4,HANGING HEART ZINC T-LIGHT HOLDER,84970S,0.64,0.62,0.62,0.03
jVq76NUU6SpTbmfiJGPKUf,PAPER CHAIN KIT VINTAGE CHRISTMAS,22910,2.55,1.16,1.63,0.36
TDeBhKHET3J4xEDtbXvkvo,DISCO BALL CHRISTMAS DECORATION,20668,0.1,0.03,0.09,0.15
a3nWFqWXCyUGYhviBAfitH,SMALL POPCORN HOLDER,22197,0.72,0.23,0.45,0.38
JvXigGLDNAH5z3JFhwzn2K,LARGE POPCORN HOLDER,22198,1.45,1.23,1.29,0.11
UgXFmgL7UjZewGpFUkLSxf,SET/20 RED RETROSPOT PAPER NAPKINS,21080,0.64,0.2,0.54,0.16
f4fBeUgNbvqq4Tab2MYi3N,SET/6 RED SPOTTY PAPER CUPS,21086,0.65,0.44,0.49,0.25
HnGSPnjUZYX68tEY4F8N3d,POLKADOT RAIN HAT,21786,0.32,0.14,0.24,0.25
eHjH6Qu3kQp9ByruuT5v9F,DELUXE SEWING KIT,22654,4.95,3.59,3.76,0.24
6uhKiosGqEZCjN6qVXdthp,RETROSPOT HEART HOT WATER BOTTLE,21485,4.25,0.61,1.53,0.64
RSaSwS5w98Q8rvz4s6dSE4,ENGLISH ROSE HOT WATER BOTTLE,84030E,3.75,2.05,3.11,0.17
VbmntxCvufdSzKsNcEerv2,PHOTO CUBE,22174,1.48,0.63,1.21,0.18
MQ3RqK6dPkcDP6Zu6Lmhaw,PLASTERS IN TIN CIRCUS PARADE,22556,1.65,0.57,1.09,0.34
QG5fjm927zYVNVZZsQuVF7,PACK OF 12 PINK PAISLEY TISSUES,21984,0.29,0.03,0.14,0.52
CiixFbpMHdkFXayPYpxp9Q,PACK OF 12 BLUE PAISLEY TISSUES,21983,0.29,0.2,0.21,0.26
RrroJUAvz8xEYURr536Fp7,PACK OF 12 RED RETROSPOT TISSUES,21980,0.29,0.22,0.25,0.13
4qhBVknqBYy5QCcfg3DJJ7,CHICK GREY HOT WATER BOTTLE,21484,3.45,3.05,3.24,0.06
gvT5QbA25aPHdipMc9a77j,PLASTERS IN TIN VINTAGE PAISLEY,22557,1.65,1.6,1.6,0.03
9gimUYuUTwmoEZoS6i4q67,PLASTERS IN TIN SKULLS,22553,1.65,0.43,1.17,0.29
96drZVuBUmL3vKoQrJvrrd,3 STRIPEY MICE FELTCRAFT,22150,1.95,0.67,1.91,0.02
o8d4xhR7oxNE7ZNH8oUjDM,SET OF 6 SOLDIER SKITTLES,22619,3.75,2.46,2.96,0.21
Gwj72vVMFQVWJC5cc6YdLw,TRADITIONAL WOODEN SKIPPING ROPE,21891,1.25,1.24,1.24,0.01
aduwa8RGPcMmgZaVqATurF,WOODEN BOX OF DOMINOES,21889,1.25,0.76,0.82,0.34
oLK8dK4arVCo9xQHJbb8J3,RUSTIC  SEVENTEEN DRAWER SIDEBOARD,22827,165.0,81.22,125.4,0.24
B9ng4fcMMSd8B6P2PQeg7T,PARTY CONES CARNIVAL ASSORTED,22127,1.25,0.75,1.05,0.16
2sqa3vwPYYFXRCVDoydu2r,PARTY CONES CANDY ASSORTED,22128,1.25,0.12,0.15,0.88
UoJw6vG63WaV5ZcxhMMpm3,PICNIC BASKET WICKER SMALL,22502,5.95,0.71,4.05,0.32
TjxWt8uhntM67fuTwqYntQ,STAR DECORATION PAINTED ZINC,22338,0.65,0.03,0.05,0.93
Qga6r84SL9cSP2UBg4S2kV,RETROSPOT LAMP,22180,9.95,1.18,7.86,0.21
kbzYxtGu232NKwgykRfAod,"FANCY FONT BIRTHDAY CARD,",21506,0.42,0.04,0.15,0.64
Zu4PrQejXhKc6NbFf6kxk3,HAND WARMER SCOTTY DOG DESIGN,22866,1.85,1.55,1.55,0.16
chDTkkonTjfKo5cTzPxx9z,HAND WARMER OWL DESIGN,22865,1.85,1.14,1.59,0.14
HjyvQNRQfyiZvnVh8mCPAm,DOG BOWL CHASING BALL DESIGN,22349,3.75,3.22,3.52,0.06
KpJogTSh5gdxDvGf2rx8So,CLOTHES PEGS RETROSPOT PACK 24,22558,1.25,1.09,1.14,0.09
eGR9PUpZXMCkucEhWrySL9,HAND OVER THE CHOCOLATE   SIGN,85152,2.1,1.41,1.66,0.21
GpSAXs8x5cEGCRHSzPQWGy,TRAVEL SEWING KIT,22652,1.65,0.24,0.86,0.48
MDmNUSTL6nHgCL8gaFc46j,BLACK HEART CARD HOLDER,22188,3.95,2.17,2.33,0.41
HjRkCtporQpf4PjG9gZfMY,SMALL GLASS HEART TRINKET POT,21314,2.1,1.67,1.76,0.16
5g5XhyjbehoScBXTVNm9j8,ALARM CLOCK BAKELIKE IVORY,22730,3.75,2.97,3.08,0.18
m5WRRr3HWXn2txcveLN3pg,ALARM CLOCK BAKELIKE ORANGE,22729,3.75,3.75,3.75,0.0
DZr7ABfXgon2MSr6q4RAoa,HAND WARMER BIRD DESIGN,22867,2.1,2.09,2.06,0.02
AoiZprQ7XYLQSfFcW3eFQY,IVORY EMBROIDERED QUILT,22803,35.75,26.49,30.75,0.14
CmSarNjm4zLvugQQ2Nuser,SET OF 3 BLACK FLYING DUCKS,35004B,4.65,2.06,4.56,0.02
LMNqmukDAd6aqgs4PAUxnY,RED RETROSPOT MUG,21844,2.95,0.87,1.15,0.61
N4YSQN5hrfdcDJ3pmmhvCN,BABUSHKA LIGHTS STRING OF 10,22468,6.75,4.73,6.41,0.05
ABzZtis6zjCgJ5tAoQATDB,DOORMAT FAIRY CAKE,48185,7.95,5.51,7.23,0.09
8mhA6aiddpWJktFUdDf7oj,STRAWBERRY CERAMIC TRINKET BOX,21232,1.25,0.73,1.19,0.05
66KyvL7YwhZUe6MhYFRoDA,PINK DOUGHNUT TRINKET POT,22064,1.65,1.25,1.39,0.16
hEea9TAHSecxQZvtn7LFwM,SILK PURSE BABUSHKA PINK,22449,3.35,3.19,3.25,0.03
HUC4GiJ6bZfFhm2iMSXi63,HOT WATER BOTTLE I AM SO POORLY,22835,4.65,0.15,3.53,0.24
QHcQx5gXNWmC78gUsuUruB,CHOCOLATE HOT WATER BOTTLE,22112,4.95,3.16,3.42,0.31
HE53thWw62fhM5yYry3SDd,WHITE SKULL HOT WATER BOTTLE,21479,3.75,1.95,3.3,0.12
oHx6nqv5ird9RUFRFGD2kQ,SCOTTIE DOG HOT WATER BOTTLE,22111,4.95,4.23,4.36,0.12
JgseA249hMzwKaPfx45JDH,BIRD HOUSE HOT WATER BOTTLE,22110,2.55,1.21,2.32,0.09
X5tWWFmQKSseTDJ6Mzz2JT,BOUDOIR SQUARE TISSUE BOX,22098,1.25,1.23,1.23,0.02
NDeMWTFhtoaCm4HyVSCHXL,SKULLS SQUARE TISSUE BOX,22100,1.25,0.6,1.19,0.05
hMRYN2Bxu5fbeZNx4x4Vxd,PHOTO FRAME CORNICE,22766,2.95,2.75,2.8,0.05
kjMvqb6Ch8ZVgDNc9id4Ni,SILK PURSE BABUSHKA RED,22451,3.35,3.05,3.18,0.05
e6p2DZxzyhvzRFTffizGHz,PICTURE DOMINOES,22549,1.45,0.67,1.39,0.04
HVJoM5T6ALJUxC4a7r9KeL,S/6 SEW ON CROCHET FLOWERS,84744,1.25,1.02,1.05,0.16
KUeyqYaCicK8uxCKJw7z88,SCANDINAVIAN REDS RIBBONS,85049E,1.25,0.17,0.73,0.42
