id,Description,StockCode,UnitPrice,ProfitMargin,DiscountedPrice,DiscountPct
E9vuQAj5NVt4WUoxwXajpY,SET/6 RED SPOTTY PAPER PLATES,21094,0.85,0.57,0.68,0.2
XzgoTMViEC7ViUsViwVCmD,LUNCH BAG RED RETROSPOT,20725,1.65,0.85,1.11,0.33
L3Z5CKWd72zaNm5YFh9LqJ,STRAWBERRY LUNCH BOX WITH CUTLERY,21559,2.55,1.92,2.07,0.19
BS3ua8CU76XFYyKDosUTGi,LUNCH BOX WITH CUTLERY RETROSPOT,22352,2.55,0.83,2.09,0.18
FNemtd9mXwVXZzoRCMuihj,PACK OF 72 RETROSPOT CAKE CASES,21212,0.42,0.42,0.42,0.01
aG5SJRdjTTFBa4gLqFE5jD,PACK OF 60 DINOSAUR CAKE CASES,21975,0.55,0.13,0.15,0.72
JXKzzPf66NF3WyrU9ZLgA9,PACK OF 60 PINK PAISLEY CAKE CASES,21977,0.55,0.27,0.28,0.49
ee7xuYRpE5qCAEYBD8ouHL,60 TEATIME FAIRY CAKE CASES,84991,0.55,0.28,0.37,0.32
f2jDZP3NUf4GYYFZzimWo5,TOMATO CHARLIE+LOLA COASTER SET,84519A,2.95,1.82,2.83,0.04
96Ymh2M6Czqj539sc5WA4K,CHARLIE & LOLA WASTEPAPER BIN FLORA,85183B,1.25,0.65,1.2,0.04
hXUgmd7mGmjaynqEBc8yya,RED CHARLIE+LOLA PERSONAL DOORSIGN,85071B,0.38,0.06,0.35,0.07
4jyqaHVBtuLWVwWpRuFc6w,JUMBO STORAGE BAG SUKI,21931,1.95,0.24,1.38,0.29
SiWMwQ4fQschSBM29bDzVa,JUMBO BAG PINK VINTAGE PAISLEY,21929,1.95,1.76,1.85,0.05
4MpZpka2HLeWhKfkTJEqz3,JAM MAKING SET PRINTED,22961,1.45,0.34,0.49,0.66
ZtwxoM8eVYvuogQf9KSwDL,RETROSPOT TEA SET CERAMIC 11 PC,22139,4.25,0.16,3.99,0.06
NBDLgVhQSfCp4BgQpA3cZ9,GIRLY PINK TOOL SET,84854,4.95,1.61,1.88,0.62
Q8LP9hBHeeScW429DGty9M,JUMBO SHOPPER VINTAGE RED PAISLEY,22411,1.95,0.54,1.68,0.14
XeaNhBd6Ah5ffieVCH9sPu,"AIRLINE LOUNGE,METAL SIGN",82567,2.1,1.25,1.72,0.18
2WaNf8fJjuZpAJMkjfbPnM,WHITE SPOT RED CERAMIC DRAWER KNOB,21672,1.25,0.24,0.85,0.32
YssyUGEkeJD2swBTmHm9tM,RED DRAWER KNOB ACRYLIC EDWARDIAN,22774,1.25,0.06,1.17,0.06
kQupwpV2Y8qCMPKMKqMKvp,CLEAR DRAWER KNOB ACRYLIC EDWARDIAN,22771,1.25,0.1,0.66,0.47
imEdGpxe22WaWXsxzXboP7,PHOTO CLIP LINE,71270,1.25,1.05,1.14,0.09
fRDfZs5LKv6YctrHiH67ov,FELT EGG COSY CHICKEN,22262,0.85,0.44,0.54,0.36
Sg5V28ESdEDLGiUAfJYDeU,PIGGY BANK RETROSPOT,22637,2.55,0.3,1.43,0.44
JaTSHgcS2X8ZtgQd7q6F9o,SKULL SHOULDER BAG,21934,1.65,1.56,1.6,0.03
oMkAUJMZLyZAdQVTPW23fG,YOU'RE CONFUSING ME METAL SIGN,21169,1.69,0.6,1.66,0.02
GAUW8HiuF4CAhRDLLr6Gfb,COOK WITH WINE METAL SIGN,21166,1.95,0.05,0.41,0.79
YkNMVr2drz2iSmyFsv9jSe,GIN + TONIC DIET METAL SIGN,21175,2.1,0.53,1.26,0.4
fb7CqdkU44G4bfMwLxZcDw,YELLOW BREAKFAST CUP AND SAUCER,37444A,2.95,2.34,2.66,0.1
D2s2WSAzTEWVGLazasVBPG,PINK BREAKFAST CUP AND SAUCER,37444C,2.95,0.28,1.42,0.52
BUbgWVeuGMkadNV6QzHHgJ,PAPER CHAIN KIT RETROSPOT,22083,2.95,2.19,2.54,0.14
ZRmev2nDyzyN7gSvjLGiB6,SMALL HEART FLOWERS HOOK,84971S,0.85,0.63,0.83,0.02
T8hiNaJp6ib88tULqapViV,TEA TIME DES TEA COSY,47580,2.55,1.71,2.27,0.11
fkBweC3uxHzbcuQCZ6cZ76,FELT EGG COSY WHITE RABBIT,22261,0.85,0.81,0.82,0.04
TJXq5n4Brn2Ur7BfQxeW2c,ZINC WILLIE WINKIE  CANDLE STICK,84832,0.85,0.53,0.74,0.13
SUBRZmK7YVdeuE7zzBcYbi,CERAMIC CHERRY CAKE MONEY BANK,22644,1.45,0.42,0.65,0.55
bCCEcEhD77X2Nrm5MpYX74,RETROSPOT LARGE MILK JUG,21533,4.95,2.96,3.71,0.25
Fge6icVHQRPBun7FcpvG7B,SET OF 6 FUNKY BEAKERS,21557,2.95,0.32,2.54,0.14
H7jh5K9TigjzsusuLLeNfd,EDWARDIAN PARASOL BLACK,15056BL,5.95,5.48,5.59,0.06
VxtLzqxD3cPQpHh95MTdpA,EDWARDIAN PARASOL NATURAL,15056N,5.95,5.58,5.71,0.04
g5QCg6Sk4ELSzdhjMZv4qi,CERAMIC STRAWBERRY CAKE MONEY BANK,22646,1.45,1.3,1.41,0.03
8jaShByum8paxky4UcfT7C,BLUE OWL SOFT TOY,22176,2.95,0.29,2.04,0.31
fNhJfHtmTCnXhMyQwK9hyu,BALLOON ART MAKE YOUR OWN FLOWERS,22438,1.95,1.41,1.6,0.18
Xisen3HkJKjpwJXhv9MWex,GLASS CLOCHE SMALL,22778,3.95,2.95,3.83,0.03
Dr37mr3WAwyd9uTQNe2GjC,GUMBALL MONOCHROME COAT RACK,22719,1.06,0.4,0.82,0.23
ivZaAEbUqeM8UY5QsS4cLS,DOORMAT FANCY FONT HOME SWEET HOME,21523,6.75,1.19,2.77,0.59
fvy78VxqZhJBDJogN44Ln3,VINTAGE SNAKES & LADDERS,21912,3.75,2.15,2.62,0.3
eps3bjviY8Ta5PzrNxyZj5,CHOCOLATE CALCULATOR,21832,1.65,1.61,1.62,0.02
HqqUGWScUF7cqnzgXiCRqq,RECYCLING BAG RETROSPOT,22379,2.1,1.64,1.89,0.1
CuSVbyLH5LfqTavtWgiEWw,TOY TIDY PINK POLKADOT,22381,1.85,1.18,1.5,0.19
XvfrtGELShRwTMkKG9gmKn,ANTIQUE GLASS DRESSING TABLE POT,22798,2.95,2.25,2.42,0.18
CaMMGGGKPHZNuZL7wsuymZ,IVORY GIANT GARDEN THERMOMETER,22926,5.95,4.15,5.24,0.12
7CaP2ZNA2GWQqWWiDyTPby,3 TIER CAKE TIN GREEN AND CREAM,22839,14.95,12.56,13.6,0.09
8REojv77N4naxfobgHPzoF,3 TIER CAKE TIN RED AND CREAM,22838,14.95,6.07,9.42,0.37
TzUZVgq7a72kVqAfXbvjek,SET 3 WICKER OVAL BASKETS W LIDS,22783,16.95,7.07,11.19,0.34
RqALdCCePVK54t5GwSrVGt,SET OF 3 COLOURED  FLYING DUCKS,35004C,4.65,0.1,0.42,0.91
SSf2VXmBVfbQLMbNmQ32h2,WOOD BLACK BOARD ANT WHITE FINISH,82484,6.45,3.14,3.93,0.39
SjTYfPB6sogNteHnXfLxt7,COLOUR GLASS T-LIGHT HOLDER HANGING,84755,0.65,0.31,0.54,0.17
YFtsa8uUETU5StQJSgAzuS,HANGING METAL HEART LANTERN,22464,1.65,0.2,1.14,0.31
PhJFeei7iXy3MQgQN89rHr,HANGING MEDINA LANTERN SMALL,21324,2.95,2.7,2.8,0.05
XEvXxXic2fk6bwNXqFsdPh,NATURAL SLATE HEART CHALKBOARD,22457,2.95,2.72,2.8,0.05
UatE7nhngQeATvCRndLd5c,HEART OF WICKER SMALL,22469,1.45,0.4,0.61,0.58
2mu2FTKtCcGw4CPi8vkHzB,HEART OF WICKER LARGE,22470,2.55,1.35,2.07,0.19
UQHP23Yr9JmEomNXBJmBeX,WHITE LOVEBIRD LANTERN,22224,2.95,0.25,1.33,0.55
MVDCs33rg9N6GqtSDvf43p,CLASSIC METAL BIRDCAGE PLANT HOLDER,21340,12.75,0.49,3.7,0.71
ngzkZGWTgeJC88wg43Q3aF,CREAM HEART CARD HOLDER,22189,3.95,0.43,0.67,0.83
jVZjGi6BEgZ8q3AbG2L8h5,ENAMEL FLOWER JUG CREAM,22427,5.95,4.11,5.59,0.06
7BEvd7iLCdifBon8hHX7gi,ENAMEL FIRE BUCKET CREAM,22428,6.95,0.97,2.36,0.66
oCq3oUkphrDw3jkrQfWsoX,ENAMEL BREAD BIN CREAM,22424,10.95,5.62,7.56,0.31
TsecMPiARYtH8rfs4obC5R,JUMBO BAG DOLLY GIRL DESIGN,22663,1.95,1.65,1.89,0.03
DcfCyXDkwFDx47mzqwY7Ey,TRADITIONAL CHRISTMAS RIBBONS,85049A,1.25,0.23,0.38,0.7
V9MNdR9rzNGemvLfjSKxqj,ORGANISER WOOD ANTIQUE WHITE,22168,8.5,5.24,6.89,0.19
76Y4zRTJSvsMH8fVh6urvn,LUNCH BAG DOLLY GIRL DESIGN,22662,1.65,0.61,1.11,0.33
YDrpYnWoS3rDS9aaWeAnvN,WHITE WIRE EGG HOLDER,84880,4.95,1.36,2.08,0.58
2mPMrSPdowLRy2Ek5wPVyG,JUMBO BAG RED RETROSPOT,85099B,1.65,1.63,1.62,0.02
T8YXnUfHMcv8MSVwXZY4zp,CHILLI LIGHTS,79321,3.82,1.59,3.13,0.18
TBLRAM6Fg3dp9CmZzUvADn,LIGHT GARLAND BUTTERFILES PINK,22780,3.37,1.26,1.75,0.48
XoPM4A5SZEWWtQrGb4HYK2,WOODEN OWLS LIGHT GARLAND,22779,3.37,0.25,0.34,0.9
HFh43qr7VjtuYCrTHmVF4t,FAIRY TALE COTTAGE NIGHTLIGHT,22466,1.45,1.08,1.22,0.16
F3enJJgdTcufVfZDsxUbQZ,HOME SMALL WOOD LETTERS,21363,4.95,3.57,3.81,0.23
8CGaKCojW4rvnaJYytRXkn,GINGHAM HEART  DOORSTOP RED,21411,4.25,2.7,3.49,0.18
LbrH4HgHr7Z2QAB2b8U6Gs,FIVE HEART HANGING DECORATION,22318,2.95,2.04,2.36,0.2
ZCygxzSx8rLzfnhV8wTBwx,ASSORTED BOTTLE TOP  MAGNETS,22915,0.42,0.38,0.4,0.04
o4L5xdFd5UeXJCZ8Ebo7hg,FRIDGE MAGNETS US DINER ASSORTED,22922,0.85,0.75,0.75,0.12
o4FLhyvEcMWVu64piDNH7R,HOMEMADE JAM SCENTED CANDLES,22969,1.45,1.08,1.32,0.09
GfprWz9BVkEmPhJ35yHcm2,FRIDGE MAGNETS LES ENFANTS ASSORTED,22923,0.85,0.53,0.73,0.14
bCmBgGD7jMCR3KMHzN9Kgp,ROSE CARAVAN DOORSTOP,21115,6.75,2.47,3.92,0.42
4xRDLSxfrwoM7QoEMnioTS,5 HOOK HANGER MAGIC TOADSTOOL,22242,1.65,0.8,1.07,0.35
fg7Prws5rKUhT6hSXcHybW,CHRISTMAS LIGHTS 10 REINDEER,22941,8.5,4.48,5.44,0.36
kzmLifzTdjKFJvFVnGJc6h,VINTAGE UNION JACK CUSHION COVER,21622,4.95,1.12,3.76,0.24
hqHSbBGQQnnYb2qrQKWgd9,SET OF 3 GOLD FLYING DUCKS,35004G,6.35,4.99,5.21,0.18
29S2AR8HgQ6kcGaPd2dHq3,RED RETROSPOT UMBRELLA,85014B,5.95,5.6,5.65,0.05
gFzTnWoUUcTJ7ETTF84TBU,BLACK/BLUE POLKADOT UMBRELLA,85014A,5.95,3.75,4.64,0.22
T7WdUEwkttrEAPmCJQo9bV,RED DINER WALL CLOCK,22193,8.5,8.48,8.33,0.02
bfAXpcvrxJUmrB2nYTmvvf,BLUE DINER WALL CLOCK,22192,8.5,7.45,7.65,0.1
mQjzbodPtDHyrV3HxLDEpi,IVORY DINER WALL CLOCK,22191,8.5,3.34,4.59,0.46
VFxpTVbUR4abNev4rV2uvB,LARGE HEART MEASURING SPOONS,22195,1.65,0.92,1.47,0.11
NXtH2G63M4Noqofq3n2Cv6,SMALL HEART MEASURING SPOONS,22196,0.85,0.63,0.74,0.13
Hp58JwS7L3H9bTkWatXHTg,JAM JAR WITH PINK LID,22962,0.72,0.7,0.71,0.02
kgwRa32dA4Yf8TWvWG8noC,JAM JAR WITH GREEN LID,22963,0.72,0.63,0.69,0.04
5AhNeCnLUgx922ggqjGz9w,ROSE COTTAGE KEEPSAKE BOX,22968,8.5,2.52,7.14,0.16
Zp4EvXtYfsDhGDoBtcA9nA,HANGING HEART ZINC T-LIGHT HOLDER,84970S,0.64,0.43,0.43,0.33
VDUhsdoRExy6jmWnEcQkzT,PAPER CHAIN KIT VINTAGE CHRISTMAS,22910,2.55,1.7,1.78,0.3
ZnF2PttTwczm4EcbQSkHF6,DISCO BALL CHRISTMAS DECORATION,20668,0.1,0.07,0.07,0.28
H6azpKXuPFDyCP46DijZ9r,SMALL POPCORN HOLDER,22197,0.72,0.03,0.11,0.85
BwRuk5452oEymP79JqbSPF,LARGE POPCORN HOLDER,22198,1.45,1.23,1.23,0.15
5X5L84shu8dUg7Zpc2NR7X,SET/20 RED RETROSPOT PAPER NAPKINS,21080,0.64,0.27,0.42,0.35
6qB54KrPbwLEHfQxiMfm2A,SET/6 RED SPOTTY PAPER CUPS,21086,0.65,0.48,0.49,0.25
gfxzoVMePRG4njTkUAPpZ2,POLKADOT RAIN HAT,21786,0.32,0.06,0.16,0.5
88W58JYpYP3G6f49ZaAFdA,DELUXE SEWING KIT,22654,4.95,4.53,4.55,0.08
Jx6bf4x9CCHKs94Tt6s2PJ,RETROSPOT HEART HOT WATER BOTTLE,21485,4.25,3.24,3.74,0.12
7DHFMDkpKTLiwruzRE4gpg,ENGLISH ROSE HOT WATER BOTTLE,84030E,3.75,3.42,3.6,0.04
G2RatLYzpG26zUwtGyHvUM,PHOTO CUBE,22174,1.48,0.71,1.05,0.29
R6RTmhq6BNpAdh64DxkkLJ,PLASTERS IN TIN CIRCUS PARADE,22556,1.65,1.64,1.63,0.01
igC4QBXf8muyUJoTDxVncn,PACK OF 12 PINK PAISLEY TISSUES,21984,0.29,0.11,0.2,0.3
Xs7CdMoxyqteqitwh5QUQn,PACK OF 12 BLUE PAISLEY TISSUES,21983,0.29,0.05,0.27,0.07
NdawBoV3aVixkVqZA5fW7a,PACK OF 12 RED RETROSPOT TISSUES,21980,0.29,0.19,0.26,0.11
T5628mzT9BSjUEtiqzZdcf,CHICK GREY HOT WATER BOTTLE,21484,3.45,2.05,2.62,0.24
EniAEetAKiPtyttdFmhB24,PLASTERS IN TIN VINTAGE PAISLEY,22557,1.65,1.44,1.53,0.07
K3o9kRfQDtLhSMivWf6C5X,PLASTERS IN TIN SKULLS,22553,1.65,1.31,1.32,0.2
XGUs7QxydY2mtAXGAovLnv,3 STRIPEY MICE FELTCRAFT,22150,1.95,1.53,1.62,0.17
cBYAr2zCrZMdsvjHV573uQ,SET OF 6 SOLDIER SKITTLES,22619,3.75,1.68,2.59,0.31
TyjsbqbfNvX4h9yQYje6Ki,TRADITIONAL WOODEN SKIPPING ROPE,21891,1.25,0.88,1.04,0.17
o388BsgME9WNdMBst3jwKP,WOODEN BOX OF DOMINOES,21889,1.25,0.68,0.94,0.25
NpVXhEApJE8u8QtDumdu6C,RUSTIC  SEVENTEEN DRAWER SIDEBOARD,22827,165.0,125.54,140.25,0.15
UBYuwiK5kQhURn3Srtoh9g,PARTY CONES CARNIVAL ASSORTED,22127,1.25,0.44,0.95,0.24
AStynEi6ScEUadJbgdUnbq,PARTY CONES CANDY ASSORTED,22128,1.25,0.13,1.17,0.06
MWxVJbiK85s2qRkV7KxeKf,PICNIC BASKET WICKER SMALL,22502,5.95,1.03,2.08,0.65
hqTUsbshuSNXFrTagcFukH,STAR DECORATION PAINTED ZINC,22338,0.65,0.26,0.48,0.26
ZaCc3hrAUzj8JnHm8H9JhA,RETROSPOT LAMP,22180,9.95,0.74,1.29,0.87
kiXrJBp5sRUXmzoT4teZj7,"FANCY FONT BIRTHDAY CARD,",21506,0.42,0.14,0.28,0.34
AQsjPUk6CQry55QqsUj2Tk,HAND WARMER SCOTTY DOG DESIGN,22866,1.85,0.35,1.7,0.08
9qS9MKF4mvRkZup7oxPQ9r,HAND WARMER OWL DESIGN,22865,1.85,0.57,1.41,0.24
Xumx7zEeAAGm7cBj9qxy99,DOG BOWL CHASING BALL DESIGN,22349,3.75,1.86,1.95,0.48
gWYahh9dpMjFCrAcBs2Xfo,CLOTHES PEGS RETROSPOT PACK 24,22558,1.25,0.58,1.03,0.18
ZDSE4ewWjq7EUD59qhsAKE,HAND OVER THE CHOCOLATE   SIGN,85152,2.1,1.14,1.91,0.09
EqA3y3383XcNsbUA9QoD53,TRAVEL SEWING KIT,22652,1.65,1.3,1.32,0.2
hus27hBGvh3eq4BVZMcaMz,BLACK HEART CARD HOLDER,22188,3.95,2.48,2.69,0.32
YtwCaEXVQTwLR9LSks7DD5,SMALL GLASS HEART TRINKET POT,21314,2.1,1.84,1.97,0.06
RQoMgn4uRVqyxgrnH6RT73,ALARM CLOCK BAKELIKE IVORY,22730,3.75,3.44,3.45,0.08
U3JRSNgmFvEKFJXFySJQJs,ALARM CLOCK BAKELIKE ORANGE,22729,3.75,1.56,3.19,0.15
UgHhVU7gkGG46gcG4Hw2w7,HAND WARMER BIRD DESIGN,22867,2.1,2.08,2.08,0.01
SJ3RGYSRJKFU7Sv5huEye5,IVORY EMBROIDERED QUILT,22803,35.75,13.56,14.66,0.59
S9rLUaLGPWg45H2uHVTVqW,SET OF 3 BLACK FLYING DUCKS,35004B,4.65,1.09,4.05,0.13
m8mbLvZWxm3fiTdVhrDUJv,RED RETROSPOT MUG,21844,2.95,2.94,2.89,0.02
2LFDADfiJR7ym5fbrgxbJN,BABUSHKA LIGHTS STRING OF 10,22468,6.75,2.44,5.2,0.23
9whRLwZuWAXKEYqZwEXrA6,DOORMAT FAIRY CAKE,48185,7.95,1.96,6.44,0.19
imxbVHDcHKSnW297K9gTpH,STRAWBERRY CERAMIC TRINKET BOX,21232,1.25,0.45,0.76,0.39
mrwP8XMunxDjca7NGB7eAB,PINK DOUGHNUT TRINKET POT,22064,1.65,0.99,1.04,0.37
hLFHGQHh5fz8g2nPVoYdeb,SILK PURSE BABUSHKA PINK,22449,3.35,3.06,3.15,0.06
GSjogAy6Dn9nqgyv86Jdi6,HOT WATER BOTTLE I AM SO POORLY,22835,4.65,0.44,4.46,0.04
HbKo5L253dUWWrcf6ELUSq,CHOCOLATE HOT WATER BOTTLE,22112,4.95,2.64,4.5,0.09
nsRBqPFdLLDHPRv5qM7Mon,WHITE SKULL HOT WATER BOTTLE,21479,3.75,1.61,2.33,0.38
LT3JycGuLEs8BNFjxiiMU2,SCOTTIE DOG HOT WATER BOTTLE,22111,4.95,4.57,4.6,0.07
coXQat9KqtK6V5wL83mcxY,BIRD HOUSE HOT WATER BOTTLE,22110,2.55,2.33,2.42,0.05
ACzgTFKPt5gCBhWgKoopYG,BOUDOIR SQUARE TISSUE BOX,22098,1.25,0.12,1.04,0.17
4h8Dqxd2bWeyBYrWm2Pbsj,SKULLS SQUARE TISSUE BOX,22100,1.25,0.15,0.88,0.3
jxmePkzisVv9RVbvsKabrY,PHOTO FRAME CORNICE,22766,2.95,0.15,2.12,0.28
AX7RuW54tMNhaAunWPCDj4,SILK PURSE BABUSHKA RED,22451,3.35,2.6,2.81,0.16
JR6rFE2dn9YRkCC3dYL8EN,PICTURE DOMINOES,22549,1.45,1.41,1.41,0.03
HsHarbe5YHHKsKTJosqLJq,S/6 SEW ON CROCHET FLOWERS,84744,1.25,0.61,1.16,0.07
fAwiaYnKbRQwxUScP53TNB,SCANDINAVIAN REDS RIBBONS,85049E,1.25,0.82,0.84,0.33
UCbMQqbg8o8L79v4mgk5CT,BALLOONS  WRITING SET,21328,1.65,0.58,0.63,0.62
