date,quantity,month,day_of_month,is_month_start,is_month_end,day_of_year,week_of_year,day_of_week,year,is_weekend,is_spring,is_summer,is_fall,is_winter,sin_day,cos_day,is_public_holiday,lag_1,lag_2,lag_3,lag_4,lag_5,lag_6,lag_7,rolling_mean_7,rolling_sum_7,rolling_std_7,rolling_mean_30,rolling_sum_30,rolling_std_30,expanding_sum,quantity_winsorized
2009-12-21,8838.0,12,21,0,0,355,52,1,2009,0,0,0,0,1,0.0,1.0,0,6263.0,17457.0,17457.0,15665.0,25006.0,27210.0,45435.0,16842.285714285714,117896.0,7662.3250978251945,17233.666666666668,517010.0,12220.541413406427,452997.0,8838.0
2009-12-22,27101.0,12,22,0,0,356,52,2,2009,1,0,0,0,1,0.7818314824680298,0.6234898018587336,0,8838.0,6263.0,17457.0,17457.0,15665.0,25006.0,27210.0,16826.714285714286,117787.0,7637.815759196377,17233.666666666668,517010.0,12220.541413406427,480098.0,27101.0
2009-12-23,4614.0,12,23,0,0,357,52,3,2009,2,0,0,0,1,0.9749279121818236,-0.22252093395631434,0,27101.0,8838.0,6263.0,17457.0,17457.0,15665.0,25006.0,13913.57142857143,97395.0,7883.128014038229,17233.666666666668,517010.0,12220.541413406427,484712.0,4614.0
2009-12-24,4614.0,12,24,0,0,358,52,4,2009,3,0,0,0,1,0.43388373911755823,-0.900968867902419,0,4614.0,27101.0,8838.0,6263.0,17457.0,17457.0,15665.0,12334.857142857143,86344.0,8552.099146380604,17233.666666666668,517010.0,12220.541413406427,489326.0,4614.0
2009-12-25,4614.0,12,25,0,0,359,52,5,2009,4,0,0,0,1,-0.433883739117558,-0.9009688679024191,1,4614.0,4614.0,27101.0,8838.0,6263.0,17457.0,17457.0,10500.142857142857,73501.0,8647.181148184874,17233.666666666668,517010.0,12220.541413406427,493940.0,4614.0
2009-12-26,4614.0,12,26,0,0,360,52,6,2009,5,0,0,0,1,-0.9749279121818236,-0.2225209339563146,1,4614.0,4614.0,4614.0,27101.0,8838.0,6263.0,17457.0,8665.42857142857,60658.0,8279.774873291004,17233.666666666668,517010.0,12220.541413406427,498554.0,4614.0
2009-12-27,4614.0,12,27,0,0,361,52,7,2009,6,0,0,0,1,-0.7818314824680299,0.6234898018587334,0,4614.0,4614.0,4614.0,4614.0,27101.0,8838.0,6263.0,8429.857142857143,59009.0,8382.342401909937,17233.666666666668,517010.0,12220.541413406427,503168.0,4614.0
2009-12-28,4614.0,12,28,0,0,362,53,1,2009,0,0,0,0,1,0.0,1.0,1,4614.0,4614.0,4614.0,4614.0,4614.0,27101.0,8838.0,7826.428571428572,54785.0,8499.2871045585,17233.666666666668,517010.0,12220.541413406427,507782.0,4614.0
2009-12-29,4614.0,12,29,0,0,363,53,2,2009,1,0,0,0,1,0.7818314824680298,0.6234898018587336,0,4614.0,4614.0,4614.0,4614.0,4614.0,4614.0,27101.0,4614.0,32298.0,0.0,17233.666666666668,517010.0,12220.541413406427,512396.0,4614.0
2009-12-30,4614.0,12,30,0,0,364,53,3,2009,2,0,0,0,1,0.9749279121818236,-0.22252093395631434,0,4614.0,4614.0,4614.0,4614.0,4614.0,4614.0,4614.0,4614.0,32298.0,0.0,17233.666666666668,517010.0,12220.541413406427,517010.0,4614.0
2009-12-31,4614.0,12,31,0,1,365,53,4,2009,3,0,0,0,1,0.43388373911755823,-0.900968867902419,0,4614.0,4614.0,4614.0,4614.0,4614.0,4614.0,4614.0,4614.0,32298.0,0.0,16506.333333333332,495190.0,12303.134981288957,521624.0,4614.0
2010-01-01,4614.0,1,1,1,0,1,53,5,2010,4,0,0,0,1,-0.433883739117558,-0.9009688679024191,1,4614.0,4614.0,4614.0,4614.0,4614.0,4614.0,4614.0,4614.0,32298.0,0.0,15595.533333333333,467866.0,12131.536755521729,526238.0,4614.0
2010-01-02,4614.0,1,2,0,0,2,53,6,2010,5,0,0,0,1,-0.9749279121818236,-0.2225209339563146,0,4614.0,4614.0,4614.0,4614.0,4614.0,4614.0,4614.0,4614.0,32298.0,0.0,14052.733333333334,421582.0,10290.56196961928,530852.0,4614.0
2010-01-03,4614.0,1,3,0,0,3,53,7,2010,6,0,0,0,1,-0.7818314824680299,0.6234898018587334,0,4614.0,4614.0,4614.0,4614.0,4614.0,4614.0,4614.0,4614.0,32298.0,0.0,13493.033333333333,404791.0,10333.42458000128,535466.0,4614.0
2010-01-04,11008.0,1,4,0,0,4,1,1,2010,0,0,0,0,1,0.0,1.0,0,4614.0,4614.0,4614.0,4614.0,4614.0,4614.0,4614.0,5527.428571428572,38692.0,2416.7048404210327,13689.333333333334,410680.0,10224.21936766621,546474.0,11008.0
2010-01-05,11421.0,1,5,0,0,5,1,2,2010,1,0,0,0,1,0.7818314824680298,0.6234898018587336,0,11008.0,4614.0,4614.0,4614.0,4614.0,4614.0,4614.0,6499.857142857143,45499.0,3222.9201266642162,13682.6,410478.0,10225.693520363971,557895.0,11421.0
2010-01-06,7496.0,1,6,0,0,6,1,3,2010,2,0,0,0,1,0.9749279121818236,-0.22252093395631434,0,11421.0,11008.0,4614.0,4614.0,4614.0,4614.0,4614.0,6911.571428571428,48381.0,3124.4350879875483,13313.9,399417.0,10243.274470900738,565391.0,7496.0
2010-01-07,40753.0,1,7,0,0,7,1,4,2010,3,0,0,0,1,0.43388373911755823,-0.900968867902419,0,7496.0,11421.0,11008.0,4614.0,4614.0,4614.0,4614.0,12074.285714285714,84520.0,12986.920917013469,13799.933333333332,413998.0,11177.721231379708,606144.0,40753.0
2010-01-08,12713.0,1,8,0,0,8,1,5,2010,4,0,0,0,1,-0.433883739117558,-0.9009688679024191,0,40753.0,7496.0,11421.0,11008.0,4614.0,4614.0,4614.0,13231.285714285714,92619.0,12565.443614854801,13610.266666666666,408308.0,11145.149097665553,618857.0,12713.0
2010-01-09,12713.0,1,9,0,0,9,1,6,2010,5,0,0,0,1,-0.9749279121818236,-0.2225209339563146,0,12713.0,40753.0,7496.0,11421.0,11008.0,4614.0,4614.0,14388.285714285714,100718.0,11999.879884319478,13243.433333333332,397303.0,10980.889225607249,631570.0,12713.0
2010-01-10,13429.0,1,10,0,0,10,1,7,2010,6,0,0,0,1,-0.7818314824680299,0.6234898018587334,0,12713.0,12713.0,40753.0,7496.0,11421.0,11008.0,4614.0,15647.57142857143,109533.0,11241.779720565346,12977.933333333332,389338.0,10872.784606477333,644999.0,13429.0
2010-01-11,14900.0,1,11,0,0,11,2,1,2010,0,0,0,0,1,0.0,1.0,0,13429.0,12713.0,12713.0,40753.0,7496.0,11421.0,11008.0,16203.57142857143,113425.0,11068.987876903995,12761.466666666667,382844.0,10763.546934087235,659899.0,14900.0
2010-01-12,21533.0,1,12,0,0,12,2,2,2010,1,0,0,0,1,0.7818314824680298,0.6234898018587336,0,14900.0,13429.0,12713.0,12713.0,40753.0,7496.0,11421.0,17648.14285714286,123537.0,11000.433846422775,13058.866666666667,391766.0,10881.854699716727,681432.0,21533.0
2010-01-13,8899.0,1,13,0,0,13,2,3,2010,2,0,0,0,1,0.9749279121818236,-0.22252093395631434,0,21533.0,14900.0,13429.0,12713.0,12713.0,40753.0,7496.0,17848.571428571428,124940.0,10795.504957421594,11841.0,355230.0,9018.415248047007,690331.0,8899.0
2010-01-14,13895.0,1,14,0,0,14,2,4,2010,3,0,0,0,1,0.43388373911755823,-0.900968867902419,0,8899.0,21533.0,14900.0,13429.0,12713.0,12713.0,40753.0,14011.714285714286,98082.0,3812.810280894553,11397.166666666666,341915.0,8551.518736189622,704226.0,13895.0
2010-01-15,8686.0,1,15,0,0,15,2,5,2010,4,0,0,0,1,-0.433883739117558,-0.9009688679024191,0,13895.0,8899.0,21533.0,14900.0,13429.0,12713.0,12713.0,13436.42857142857,94055.0,4312.482496858886,10853.166666666666,325595.0,8166.368601996729,712912.0,8686.0
2010-01-16,8686.0,1,16,0,0,16,2,6,2010,5,0,0,0,1,-0.9749279121818236,-0.2225209339563146,0,8686.0,13895.0,8899.0,21533.0,14900.0,13429.0,12713.0,12861.142857142857,90028.0,4678.168780928828,10620.533333333333,318616.0,8123.862321340251,721598.0,8686.0
2010-01-17,10041.0,1,17,0,0,17,2,7,2010,6,0,0,0,1,-0.7818314824680299,0.6234898018587334,0,8686.0,8686.0,13895.0,8899.0,21533.0,14900.0,13429.0,12377.142857142857,86640.0,4783.696807162544,10373.333333333334,311200.0,8020.840051168994,731639.0,10041.0
2010-01-18,10423.0,1,18,0,0,18,3,1,2010,0,0,0,0,1,0.0,1.0,0,10041.0,8686.0,8686.0,13895.0,8899.0,21533.0,14900.0,11737.57142857143,82163.0,4688.514969481019,10138.866666666667,304166.0,7908.653648588563,742062.0,10423.0
2010-01-19,15334.0,1,19,0,0,19,3,2,2010,1,0,0,0,1,0.7818314824680298,0.6234898018587336,0,10423.0,10041.0,8686.0,8686.0,13895.0,8899.0,21533.0,10852.0,75964.0,2689.090800499924,10441.233333333334,313237.0,7928.737720484248,757396.0,15334.0
2010-01-20,10736.0,1,20,0,0,20,3,3,2010,2,0,0,0,1,0.9749279121818236,-0.22252093395631434,0,15334.0,10423.0,10041.0,8686.0,8686.0,13895.0,8899.0,11114.42857142857,77801.0,2552.920605707824,10504.5,315135.0,7923.074167179085,768132.0,10736.0
2010-01-21,72919.0,1,21,0,0,21,3,4,2010,3,0,0,0,1,0.43388373911755823,-0.900968867902419,0,10736.0,15334.0,10423.0,10041.0,8686.0,8686.0,13895.0,19546.428571428572,136825.0,23641.374486671615,12031.766666666666,360953.0,13608.602397731374,841051.0,60000.0
2010-01-22,18622.0,1,22,0,0,22,3,5,2010,4,0,0,0,1,-0.433883739117558,-0.9009688679024191,0,72919.0,10736.0,15334.0,10423.0,10041.0,8686.0,8686.0,20965.85714285714,146761.0,23174.302373020644,12498.7,374961.0,13585.609562428861,859673.0,18622.0
2010-01-23,18622.0,1,23,0,0,23,3,6,2010,5,0,0,0,1,-0.9749279121818236,-0.2225209339563146,0,18622.0,72919.0,10736.0,15334.0,10423.0,10041.0,8686.0,22385.285714285714,156697.0,22593.823180346477,12965.633333333333,388969.0,13545.937595592195,878295.0,18622.0
2010-01-24,8903.0,1,24,0,0,24,3,7,2010,6,0,0,0,1,-0.7818314824680299,0.6234898018587334,0,18622.0,18622.0,72919.0,10736.0,15334.0,10423.0,10041.0,22222.714285714286,155559.0,22701.287435696133,13108.6,393258.0,13477.212391087507,887198.0,8903.0
2010-01-25,10059.0,1,25,0,0,25,4,1,2010,0,0,0,0,1,0.0,1.0,0,8903.0,18622.0,18622.0,72919.0,10736.0,15334.0,10423.0,22170.714285714286,155195.0,22733.215300629206,13290.1,398703.0,13395.284714251577,897257.0,10059.0
2010-01-26,23672.0,1,26,0,0,26,4,2,2010,1,0,0,0,1,0.7818314824680298,0.6234898018587336,0,10059.0,8903.0,18622.0,18622.0,72919.0,10736.0,15334.0,23361.85714285714,163533.0,22532.849778553467,13925.366666666667,417761.0,13421.519196818765,920929.0,23672.0
2010-01-27,17955.0,1,27,0,0,27,4,3,2010,2,0,0,0,1,0.9749279121818236,-0.22252093395631434,0,23672.0,10059.0,8903.0,18622.0,18622.0,72919.0,10736.0,24393.14285714286,170752.0,22017.99604436161,14370.066666666668,431102.0,13323.018455065763,938884.0,17955.0
2010-01-28,11641.0,1,28,0,0,28,4,4,2010,3,0,0,0,1,0.43388373911755823,-0.900968867902419,0,17955.0,23672.0,10059.0,8903.0,18622.0,18622.0,72919.0,15639.142857142857,109474.0,5480.018595727922,14604.3,438129.0,13206.846203050689,950525.0,11641.0
2010-01-29,10270.0,1,29,0,0,29,4,5,2010,4,0,0,0,1,-0.433883739117558,-0.9009688679024191,0,11641.0,17955.0,23672.0,10059.0,8903.0,18622.0,18622.0,14446.0,101122.0,5629.516734735469,14792.833333333334,443785.0,13099.245214063321,960795.0,10270.0
2010-01-30,10270.0,1,30,0,0,30,4,6,2010,5,0,0,0,1,-0.9749279121818236,-0.2225209339563146,0,10270.0,11641.0,17955.0,23672.0,10059.0,8903.0,18622.0,13252.857142857143,92770.0,5480.018595727926,14981.366666666667,449441.0,12987.922186515763,971065.0,10270.0
2010-01-31,10779.0,1,31,0,1,31,4,7,2010,6,0,0,0,1,-0.7818314824680299,0.6234898018587334,0,10270.0,10270.0,11641.0,17955.0,23672.0,10059.0,8903.0,13520.857142857143,94646.0,5273.827940202183,15186.866666666667,455606.0,12866.433535080481,981844.0,10779.0
2010-02-01,9343.0,2,1,1,0,32,5,1,2010,0,0,0,0,1,0.0,1.0,0,10779.0,10270.0,10270.0,11641.0,17955.0,23672.0,10059.0,13418.57142857143,93930.0,5358.425852715299,15344.5,460335.0,12760.969676564819,991187.0,9343.0
2010-02-02,11155.0,2,2,0,0,33,5,2,2010,1,0,0,0,1,0.7818314824680298,0.6234898018587336,0,9343.0,10779.0,10270.0,10270.0,11641.0,17955.0,23672.0,11630.42857142857,81413.0,2883.4337086850205,15562.533333333333,466876.0,12626.477638986102,1002342.0,11155.0
2010-02-03,10388.0,2,3,0,0,34,5,3,2010,2,0,0,0,1,0.9749279121818236,-0.22252093395631434,0,11155.0,9343.0,10779.0,10270.0,10270.0,11641.0,17955.0,10549.42857142857,73846.0,735.8258075439767,15541.866666666667,466256.0,12634.694157927519,1012730.0,10388.0
2010-02-04,12877.0,2,4,0,0,35,5,4,2010,3,0,0,0,1,0.43388373911755823,-0.900968867902419,0,10388.0,11155.0,9343.0,10779.0,10270.0,10270.0,11641.0,10726.0,75082.0,1099.731482378065,15590.4,467712.0,12621.108079119977,1025607.0,12877.0
2010-02-05,10488.0,2,5,0,0,36,5,5,2010,4,0,0,0,1,-0.433883739117558,-0.9009688679024191,0,12877.0,10388.0,11155.0,9343.0,10779.0,10270.0,10270.0,10757.142857142857,75300.0,1087.6867546268081,15690.133333333333,470704.0,12566.643692957443,1036095.0,10488.0
2010-02-06,10488.0,2,6,0,0,37,5,6,2010,5,0,0,0,1,-0.9749279121818236,-0.2225209339563146,0,10488.0,12877.0,10388.0,11155.0,9343.0,10779.0,10270.0,10788.285714285714,75518.0,1074.4545460040144,14681.3,440439.0,11667.931356854813,1046583.0,10488.0
2010-02-07,11210.0,2,7,0,0,38,5,7,2010,6,0,0,0,1,-0.7818314824680299,0.6234898018587334,0,10488.0,10488.0,12877.0,10388.0,11155.0,9343.0,10779.0,10849.857142857143,75949.0,1086.1196110576082,14631.2,438936.0,11679.894987718762,1057793.0,11210.0
2010-02-08,8631.0,2,8,0,0,39,6,1,2010,0,0,0,0,1,0.0,1.0,0,11210.0,10488.0,10488.0,12877.0,10388.0,11155.0,9343.0,10748.142857142857,75237.0,1268.741033278238,14495.133333333333,434854.0,11726.695077040462,1066424.0,8631.0
2010-02-09,10929.0,2,9,0,0,40,6,2,2010,1,0,0,0,1,0.7818314824680298,0.6234898018587336,0,8631.0,11210.0,10488.0,10488.0,12877.0,10388.0,11155.0,10715.857142857143,75011.0,1259.5040596165613,14411.8,432354.0,11743.403546466943,1077353.0,10929.0
2010-02-10,3783.0,2,10,0,0,41,6,3,2010,2,0,0,0,1,0.9749279121818236,-0.22252093395631434,0,10929.0,8631.0,11210.0,10488.0,10488.0,12877.0,10388.0,9772.285714285714,68406.0,2922.4085793677186,14041.233333333334,421237.0,11901.798964814123,1081136.0,3783.0
2010-02-11,9197.0,2,11,0,0,42,6,4,2010,3,0,0,0,1,0.43388373911755823,-0.900968867902419,0,3783.0,10929.0,8631.0,11210.0,10488.0,10488.0,12877.0,9246.57142857143,64726.0,2581.9858544115036,13630.033333333333,408901.0,11847.012143278509,1090333.0,9197.0
2010-02-12,8150.0,2,12,0,0,43,6,5,2010,4,0,0,0,1,-0.433883739117558,-0.9009688679024191,0,9197.0,3783.0,10929.0,8631.0,11210.0,10488.0,10488.0,8912.57142857143,62388.0,2545.595467805999,13605.066666666668,408152.0,11858.110266768923,1098483.0,8150.0
2010-02-13,8150.0,2,13,0,0,44,6,6,2010,5,0,0,0,1,-0.9749279121818236,-0.2225209339563146,0,8150.0,9197.0,3783.0,10929.0,8631.0,11210.0,10488.0,8578.57142857143,60050.0,2456.250045438055,13413.566666666668,402407.0,11899.582892380875,1106633.0,8150.0
2010-02-14,10943.0,2,14,0,0,45,6,7,2010,6,0,0,0,1,-0.7818314824680299,0.6234898018587334,0,8150.0,8150.0,9197.0,3783.0,10929.0,8631.0,11210.0,8540.42857142857,59783.0,2410.2180992006615,13488.8,404664.0,11875.773846001752,1117576.0,10943.0
2010-02-15,96989.0,2,15,0,0,46,7,1,2010,0,0,0,0,1,0.0,1.0,0,10943.0,8150.0,8150.0,9197.0,3783.0,10929.0,8631.0,21163.0,148141.0,33522.85619792363,16432.233333333334,492967.0,19279.51266318433,1214565.0,60000.0
2010-02-16,16929.0,2,16,0,0,47,7,2,2010,1,0,0,0,1,0.7818314824680298,0.6234898018587336,0,96989.0,10943.0,8150.0,8150.0,9197.0,3783.0,10929.0,22020.14285714286,154141.0,33293.49403125968,16661.833333333332,499855.0,19241.752443818503,1231494.0,16929.0
2010-02-17,25072.0,2,17,0,0,48,7,3,2010,2,0,0,0,1,0.9749279121818236,-0.22252093395631434,0,16929.0,96989.0,10943.0,8150.0,8150.0,9197.0,3783.0,25061.428571428572,175430.0,32307.674500326506,17150.133333333335,514504.0,19263.831422774067,1256566.0,25072.0
2010-02-18,24084.0,2,18,0,0,49,7,4,2010,3,0,0,0,1,0.43388373911755823,-0.900968867902419,0,25072.0,16929.0,96989.0,10943.0,8150.0,8150.0,9197.0,27188.14285714286,190317.0,31570.898696049033,17441.8,523254.0,19301.589102704864,1280650.0,24084.0
2010-02-19,12622.0,2,19,0,0,50,7,5,2010,4,0,0,0,1,-0.433883739117558,-0.9009688679024191,0,24084.0,25072.0,16929.0,96989.0,10943.0,8150.0,8150.0,27827.0,194789.0,31164.067267715018,17504.666666666668,525140.0,19282.056216960445,1293272.0,12622.0
2010-02-20,12622.0,2,20,0,0,51,7,6,2010,5,0,0,0,1,-0.9749279121818236,-0.2225209339563146,0,12622.0,24084.0,25072.0,16929.0,96989.0,10943.0,8150.0,28465.85714285714,199261.0,30736.36624276727,15494.766666666666,464843.0,16203.484322362812,1305894.0,12622.0
2010-02-21,5602.0,2,21,0,0,52,7,7,2010,6,0,0,0,1,-0.7818314824680299,0.6234898018587334,0,12622.0,12622.0,24084.0,25072.0,16929.0,96989.0,10943.0,27702.85714285714,193920.0,31304.886511153338,15060.766666666666,451823.0,16290.965113307084,1311496.0,5602.0
2010-02-22,13665.0,2,22,0,0,53,8,1,2010,0,0,0,0,1,0.0,1.0,0,5602.0,12622.0,12622.0,24084.0,25072.0,16929.0,96989.0,15799.42857142857,110596.0,6887.501672283976,14895.533333333333,446866.0,16278.733223470415,1325161.0,13665.0
2010-02-23,12448.0,2,23,0,0,54,8,2,2010,1,0,0,0,1,0.7818314824680298,0.6234898018587336,0,13665.0,5602.0,12622.0,12622.0,24084.0,25072.0,16929.0,15159.285714285714,106115.0,6972.729468299738,15013.7,450411.0,16246.568410399566,1337609.0,12448.0
2010-02-24,22978.0,2,24,0,0,55,8,3,2010,2,0,0,0,1,0.9749279121818236,-0.22252093395631434,0,12448.0,13665.0,5602.0,12622.0,12622.0,24084.0,25072.0,14860.142857142857,104021.0,6505.865569585965,15444.333333333334,463330.0,16281.8877989885,1360587.0,22978.0
2010-02-25,26343.0,2,25,0,0,56,8,4,2010,3,0,0,0,1,0.43388373911755823,-0.900968867902419,0,22978.0,12448.0,13665.0,5602.0,12622.0,12622.0,24084.0,15182.857142857143,106280.0,7071.128821448814,15533.366666666667,466001.0,16335.64419527778,1386930.0,26343.0
2010-02-26,10426.0,2,26,0,0,57,8,5,2010,4,0,0,0,1,-0.433883739117558,-0.9009688679024191,0,26343.0,22978.0,12448.0,13665.0,5602.0,12622.0,12622.0,14869.142857142857,104084.0,7250.125985769083,15282.4,458472.0,16354.980497568991,1397356.0,10426.0
2010-02-27,10426.0,2,27,0,0,58,8,6,2010,5,0,0,0,1,-0.9749279121818236,-0.2225209339563146,0,10426.0,26343.0,22978.0,12448.0,13665.0,5602.0,12622.0,14555.42857142857,101888.0,7409.32871131935,15241.9,457257.0,16365.8094447772,1407782.0,10426.0
2010-02-28,8511.0,2,28,0,1,59,8,7,2010,6,0,0,0,1,-0.7818314824680299,0.6234898018587334,0,10426.0,10426.0,26343.0,22978.0,12448.0,13665.0,5602.0,14971.0,104797.0,6886.5962564971305,15183.266666666666,455498.0,16387.373118335356,1416293.0,8511.0
2010-03-01,22033.0,3,1,1,0,60,9,1,2010,0,1,0,0,0,0.0,1.0,0,8511.0,10426.0,10426.0,26343.0,22978.0,12448.0,13665.0,16166.42857142857,113165.0,7333.872439058454,15575.366666666667,467261.0,16406.475087353592,1438326.0,22033.0
2010-03-02,12005.0,3,2,0,0,61,9,2,2010,1,1,0,0,0,0.7818314824680298,0.6234898018587336,0,22033.0,8511.0,10426.0,10426.0,26343.0,22978.0,12448.0,16103.142857142857,112722.0,7373.113892799345,15616.233333333334,468487.0,16395.639245056078,1450331.0,12005.0
2010-03-03,20419.0,3,3,0,0,62,9,3,2010,2,1,0,0,0,0.9749279121818236,-0.22252093395631434,0,12005.0,22033.0,8511.0,10426.0,10426.0,26343.0,22978.0,15737.57142857143,110163.0,7030.9354014276,15985.433333333332,479563.0,16374.198009701715,1470750.0,20419.0
2010-03-04,18803.0,3,4,0,0,63,9,4,2010,3,1,0,0,0,0.43388373911755823,-0.900968867902419,0,20419.0,12005.0,22033.0,8511.0,10426.0,10426.0,26343.0,14660.42857142857,102623.0,5558.842740989164,16240.366666666667,487211.0,16355.925130084192,1489553.0,18803.0
