itemset,support
"{'85099B', '21931', '20713'}",0.015136019635917366
"{'22386', '22411', '21929'}",0.015136019635917366
"{'23172', '23171', '23170'}",0.015136019635917366
"{'23199', '23201', '85099B'}",0.015067839367287107
"{'85099B', '20712', '20711'}",0.015067839367287107
"{'85099B', '20727', '20725'}",0.015067839367287107
"{'23199', '20712', '85099B'}",0.014999659098656849
"{'22384', '20728', '22382'}",0.014999659098656849
"{'20723', '20727', '20724'}",0.014999659098656849
"{'20719', '20724', '20725'}",0.014999659098656849
"{'20727', '22384', '20726'}",0.014999659098656849
"{'23199', '23202', '23200'}",0.014999659098656849
"{'85099B', '20712', '22411', '21931'}",0.01493147883002659
"{'85099B', '22379', '21931'}",0.01493147883002659
"{'23206', '22383', '22382'}",0.01493147883002659
"{'20727', '20724', '22355'}",0.01493147883002659
"{'85099B', '21930', '22411'}",0.01493147883002659
"{'23206', '20726', '20725'}",0.01493147883002659
"{'22386', '23203', '85099B'}",0.01493147883002659
"{'20723', '20724', '20725'}",0.014863298561396333
"{'22386', '21931', '21928'}",0.014863298561396333
"{'22383', '20724', '22355'}",0.014795118292766073
"{'22384', '20725', '23209'}",0.014658757755505557
"{'20719', '20727', '20724'}",0.014658757755505557
"{'85099B', '20725', '23203'}",0.014590577486875297
"{'85099B', '22384', '20725'}",0.014590577486875297
"{'23206', '22384', '20725'}",0.014590577486875297
"{'22384', '22383', '20726'}",0.014590577486875297
"{'22384', '22382', '20726'}",0.014590577486875297
"{'22383', '20725', '23209'}",0.014590577486875297
"{'23204', '20724', '22355'}",0.01452239721824504
"{'22386', '20712', '22411', '85099B'}",0.01452239721824504
"{'23202', '23203', '23200'}",0.01452239721824504
"{'23206', '22383', '20728'}",0.014454216949614782
"{'85099B', '20712', '22385'}",0.014454216949614782
"{'85099B', '20711', '22411'}",0.014454216949614782
"{'85099B', '20712', '21928'}",0.014454216949614782
"{'20727', '20725', '23209'}",0.014454216949614782
"{'20712', '20711', '21931'}",0.014386036680984524
"{'22386', '21931', '21929'}",0.014386036680984524
"{'23206', '20727', '22382'}",0.014386036680984524
"{'20727', '22383', '20725', '20728'}",0.014317856412354264
"{'23199', '23200', '85099B'}",0.014317856412354264
"{'22356', '20724', '21212'}",0.014249676143724006
"{'22662', '20725', '22382'}",0.014249676143724006
"{'22356', '20723', '20719', '22355'}",0.014249676143724006
"{'21931', '21930', '22411'}",0.014181495875093748
"{'21931', '20711', '22411'}",0.014181495875093748
"{'23203', '20725', '23209'}",0.01411331560646349
"{'22385', '22411', '85099B'}",0.01411331560646349
"{'22383', '20725', '22662'}",0.01411331560646349
"{'21928', '22411', '21929'}",0.01411331560646349
"{'23199', '23202', '85099B'}",0.01411331560646349
"{'20727', '20724', '20725'}",0.01411331560646349
"{'22726', '22725', '22727'}",0.01404513533783323
"{'22384', '20728', '20726'}",0.013976955069202972
"{'22383', '20725', '22355'}",0.013976955069202972
"{'85099B', '22383', '21931'}",0.013976955069202972
"{'22384', '22383', '22382'}",0.013976955069202972
"{'23204', '20719', '20724'}",0.013908774800572715
"{'23204', '22356', '20724'}",0.013908774800572715
"{'20719', '20725', '22355'}",0.013840594531942457
"{'85099B', '22379', '22411'}",0.013840594531942457
"{'85099B', '20712', '21929'}",0.013772414263312197
"{'85099B', '21931', '23203'}",0.013772414263312197
"{'23204', '20719', '22355'}",0.013772414263312197
"{'22356', '22383', '20724'}",0.013772414263312197
"{'23206', '22383', '23209'}",0.013772414263312197
"{'85099B', '22356', '20724'}",0.013772414263312197
"{'22386', '21928', '21929'}",0.013772414263312197
"{'22386', '20713', '85099B'}",0.013772414263312197
"{'23206', '20728', '20727'}",0.013772414263312197
"{'22386', '21928', '22411', '85099B'}",0.013772414263312197
"{'20727', '22384', '20725', '20728'}",0.013772414263312197
"{'23199', '22386', '21931'}",0.013772414263312197
"{'85099B', '85099F', '21929'}",0.013704233994681939
"{'85099B', '20712', '22379'}",0.013704233994681939
"{'20724', '20728', '22355'}",0.013704233994681939
"{'20719', '20724', '21212'}",0.013704233994681939
"{'85099B', '21931', '21928', '22411'}",0.013704233994681939
"{'23206', '20725', '20728'}",0.013636053726051681
"{'23206', '22383', '20726'}",0.013636053726051681
"{'23201', '23202', '23203'}",0.013567873457421423
"{'22386', '21930', '21931'}",0.013567873457421423
"{'22355', '20724', '21212'}",0.013567873457421423
"{'85099B', '20724', '22355'}",0.013567873457421423
"{'22383', '20725', '20724'}",0.013567873457421423
"{'23204', '20723', '20724'}",0.013567873457421423
"{'85099B', '20719', '20724'}",0.013567873457421423
"{'22356', '20724', '20728'}",0.013567873457421423
"{'22386', '22384', '85099B'}",0.013499693188791163
"{'23206', '20727', '23209'}",0.013499693188791163
"{'85099B', '23203', '23200'}",0.013499693188791163
"{'22726', '22727', '22729'}",0.013431512920160905
"{'85099C', '21928', '22411'}",0.013431512920160905
"{'22384', '20727', '22383', '20725'}",0.013431512920160905
"{'23206', '20726', '20727'}",0.013363332651530647
"{'23199', '21929', '85099B'}",0.013363332651530647
"{'22386', '85099C', '21931', '85099B'}",0.013363332651530647
"{'22386', '21931', '22385'}",0.013363332651530647
"{'22383', '20725', '21931'}",0.013363332651530647
"{'22386', '20711', '21931'}",0.013363332651530647
"{'20712', '20711', '22411'}",0.013295152382900388
"{'20723', '20724', '20728'}",0.013295152382900388
"{'23199', '21931', '22411'}",0.013295152382900388
"{'23199', '21928', '85099B'}",0.013295152382900388
"{'22355', '20724', '20723', '22356', '20719'}",0.013295152382900388
"{'22356', '20725', '22355'}",0.013295152382900388
"{'23208', '23206', '20725'}",0.013295152382900388
"{'85099B', '20712', '21930'}",0.013295152382900388
"{'85099B', '23201', '21931'}",0.01322697211427013
"{'23206', '20726', '22382'}",0.01322697211427013
"{'20719', '21212', '22355'}",0.01322697211427013
"{'85099B', '20712', '20713'}",0.01322697211427013
"{'85099B', '85099C', '21929'}",0.01322697211427013
"{'20727', '22383', '20725', '22382'}",0.01322697211427013
"{'22386', '20712', '22411', '21931'}",0.013158791845639872
"{'85099B', '20723', '20724'}",0.013158791845639872
"{'22386', '85099C', '22411', '85099B'}",0.013158791845639872
"{'20723', '20724', '21212'}",0.013158791845639872
"{'20723', '20725', '22355'}",0.013158791845639872
"{'20719', '20727', '22355'}",0.013158791845639872
"{'23199', '85099C', '85099B'}",0.013158791845639872
"{'22697', '22699', '85099B'}",0.013158791845639872
"{'22662', '22383', '22382'}",0.013158791845639872
"{'22386', '20712', '20711'}",0.013158791845639872
"{'85099B', '22411', '20713'}",0.013158791845639872
"{'84991', '21977', '21212'}",0.013090611577009614
"{'22382', '20725', '23209'}",0.013090611577009614
"{'85099B', '21931', '85099C', '22411'}",0.013090611577009614
"{'20719', '22383', '20724'}",0.013090611577009614
"{'22697', '22699', '22960'}",0.013022431308379354
"{'20712', '22385', '21931'}",0.013022431308379354
"{'22386', '21931', '21928', '85099B'}",0.013022431308379354
"{'20712', '21928', '22411'}",0.013022431308379354
"{'22728', '22730', '22727'}",0.013022431308379354
"{'23203', '23206', '23209'}",0.012954251039749096
"{'22385', '21931', '22411'}",0.012954251039749096
"{'22386', '20712', '85099C'}",0.012954251039749096
"{'20712', '85099C', '21931'}",0.012954251039749096
"{'85099B', '20725', '22411'}",0.012954251039749096
"{'20727', '20725', '22355'}",0.012886070771118838
"{'20727', '22383', '20724'}",0.012886070771118838
"{'22961', '22699', '22697'}",0.012886070771118838
"{'20719', '22383', '22355'}",0.012886070771118838
"{'20723', '20727', '22355'}",0.012886070771118838
"{'20719', '20726', '20724'}",0.012886070771118838
"{'20712', '85099C', '22411'}",0.012886070771118838
"{'23206', '22383', '23208'}",0.012886070771118838
"{'20727', '20724', '20728'}",0.012886070771118838
"{'85099B', '85099C', '20713'}",0.012886070771118838
"{'85099B', '23201', '23203'}",0.01281789050248858
"{'22382', '22383', '20725', '20728'}",0.01281789050248858
"{'20712', '21930', '21931'}",0.01281789050248858
"{'22386', '20712', '22385'}",0.01281789050248858
"{'22356', '20719', '21212'}",0.01281789050248858
"{'22386', '21929', '22411', '85099B'}",0.01281789050248858
"{'23206', '22383', '23207'}",0.01281789050248858
"{'22384', '22383', '20725', '20728'}",0.01274971023385832
"{'22356', '22384', '20724'}",0.01274971023385832
"{'20727', '22383', '23209'}",0.01274971023385832
"{'20723', '20719', '20727'}",0.01274971023385832
"{'20712', '22379', '21931'}",0.01274971023385832
"{'20712', '21931', '21929'}",0.01274971023385832
"{'20712', '21928', '21931'}",0.01274971023385832
"{'85099B', '85099C', '85099F'}",0.01274971023385832
"{'21931', '21928', '21929'}",0.01274971023385832
"{'85099B', '23203', '22411'}",0.01274971023385832
"{'85099B', '20725', '20728'}",0.012681529965228063
"{'23206', '20725', '23207'}",0.012681529965228063
"{'23199', '20712', '21931'}",0.012681529965228063
"{'22356', '20724', '22382'}",0.012681529965228063
"{'22386', '23201', '85099B'}",0.012681529965228063
"{'20719', '20724', '20728'}",0.012681529965228063
"{'22386', '20712', '21928'}",0.012613349696597805
"{'23204', '20723', '22355'}",0.012613349696597805
"{'20723', '22383', '20724'}",0.012613349696597805
"{'20719', '20723', '20725'}",0.012613349696597805
"{'20727', '20724', '22382'}",0.012545169427967547
"{'23206', '22382', '23209'}",0.012545169427967547
"{'22356', '20719', '20725'}",0.012545169427967547
"{'23206', '22384', '22383'}",0.012545169427967547
"{'23199', '22386', '22411'}",0.012476989159337287
"{'85099B', '85099C', '21930'}",0.012476989159337287
"{'23206', '22384', '20727'}",0.012476989159337287
"{'20727', '22383', '22355'}",0.012476989159337287
"{'23206', '20728', '22382'}",0.012476989159337287
"{'20723', '22383', '22355'}",0.012476989159337287
"{'20712', '22411', '21929'}",0.012476989159337287
"{'22356', '22383', '22355'}",0.012476989159337287
"{'20727', '22383', '20725', '20726'}",0.012476989159337287
"{'22961', '22720', '22960'}",0.012476989159337287
"{'22356', '21212', '22355'}",0.012476989159337287
"{'22748', '22746', '22745'}",0.01240880889070703
"{'23206', '23208', '23209'}",0.01240880889070703
"{'22383', '20725', '23207'}",0.01240880889070703
"{'85099B', '20712', '20725'}",0.01240880889070703
"{'23199', '23206', '85099B'}",0.01240880889070703
"{'22356', '20727', '22355'}",0.01240880889070703
"{'22386', '20711', '22411'}",0.01240880889070703
"{'85099B', '20724', '20725'}",0.01240880889070703
"{'22356', '20727', '20719'}",0.01240880889070703
"{'23199', '21930', '85099B'}",0.012340628622076771
"{'20727', '22383', '23207'}",0.012340628622076771
"{'23206', '23208', '20727'}",0.012340628622076771
"{'23208', '20727', '20725'}",0.012340628622076771
"{'20724', '22382', '22355'}",0.012340628622076771
"{'20719', '22423', '22355'}",0.012340628622076771
"{'22386', '21929', '21931', '85099B'}",0.012340628622076771
"{'21931', '85099C', '21928'}",0.012272448353446513
"{'20727', '22384', '23209'}",0.012272448353446513
"{'23202', '23203', '21931'}",0.012272448353446513
"{'85099B', '20725', '85099F'}",0.012272448353446513
"{'20723', '20728', '22355'}",0.012272448353446513
"{'22383', '20725', '22382', '20726'}",0.012272448353446513
"{'22384', '22383', '20725', '20726'}",0.012272448353446513
"{'22356', '20728', '22355'}",0.012272448353446513
"{'23199', '23203', '23209'}",0.012272448353446513
"{'22356', '20723', '20725'}",0.012204268084816254
"{'23199', '23206', '23203'}",0.012204268084816254
"{'22384', '20725', '22662'}",0.012204268084816254
"{'22197', '20724', '22355'}",0.012204268084816254
"{'22662', '20725', '20726'}",0.012204268084816254
"{'22386', '21930', '22411'}",0.012136087816185996
"{'20719', '20723', '21212'}",0.012136087816185996
"{'85099B', '22197', '21931'}",0.012136087816185996
"{'20719', '20723', '20728'}",0.012136087816185996
"{'20719', '20724', '22423'}",0.012136087816185996
"{'22386', '20724', '85099B'}",0.012136087816185996
"{'85099B', '21928', '20713'}",0.012136087816185996
"{'85099B', '21931', '22411', '21929'}",0.012136087816185996
"{'23208', '22383', '20725'}",0.012067907547555738
"{'22386', '20711', '21931', '85099B'}",0.012067907547555738
"{'22386', '85099C', '21928'}",0.012067907547555738
"{'85099B', '23201', '22411'}",0.012067907547555738
"{'22386', '22379', '21931'}",0.012067907547555738
"{'20726', '20725', '23209'}",0.012067907547555738
"{'20727', '22382', '23209'}",0.012067907547555738
"{'22385', '22386', '22411'}",0.012067907547555738
"{'23206', '22383', '20725', '20727'}",0.012067907547555738
"{'22386', '23202', '85099B'}",0.012067907547555738
"{'20727', '22383', '23208'}",0.012067907547555738
"{'20727', '22382', '20725', '20728'}",0.011999727278925478
"{'20727', '22383', '20728', '22382'}",0.011999727278925478
"{'23206', '22384', '23209'}",0.011999727278925478
"{'85099B', '20726', '20725'}",0.011999727278925478
"{'22386', '20712', '21929'}",0.011999727278925478
"{'23206', '20726', '23209'}",0.011999727278925478
"{'23199', '22386', '20712'}",0.011999727278925478
"{'23199', '20725', '85099B'}",0.011999727278925478
"{'22662', '22382', '20726'}",0.011999727278925478
"{'22386', '22383', '85099B'}",0.011999727278925478
"{'20719', '20728', '22355'}",0.011999727278925478
"{'85099B', '20725', '23209'}",0.011999727278925478
"{'20727', '22662', '22383'}",0.01193154701029522
"{'22356', '20724', '22423'}",0.01193154701029522
"{'20724', '21931', '22355'}",0.01193154701029522
"{'20723', '20724', '22382'}",0.01193154701029522
"{'85099B', '20724', '21931'}",0.01193154701029522
"{'23199', '22386', '21931', '85099B'}",0.01193154701029522
"{'20726', '20724', '22355'}",0.01193154701029522
"{'85099B', '21931', '20711', '22411'}",0.01193154701029522
"{'20727', '22662', '20725'}",0.01193154701029522
"{'22699', '23171', '23170'}",0.01193154701029522
"{'23204', '23206', '20724'}",0.01193154701029522
"{'22383', '20725', '20728', '20726'}",0.01193154701029522
"{'22961', '22960', '22666'}",0.01193154701029522
"{'23199', '23201', '21931'}",0.01193154701029522
"{'23206', '23207', '20727'}",0.01193154701029522
"{'20719', '20726', '22355'}",0.01193154701029522
"{'85099B', '20725', '22382'}",0.01193154701029522
"{'20727', '20726', '20725', '22382'}",0.01193154701029522
"{'23204', '22356', '22355'}",0.01193154701029522
"{'85099B', '23202', '23200'}",0.011863366741664962
"{'85099B', '85099C', '21928', '22411'}",0.011863366741664962
"{'85099B', '85099C', '22385'}",0.011863366741664962
"{'85099B', '21928', '22385'}",0.011863366741664962
"{'85123A', '82494L', '82482'}",0.011863366741664962
"{'22383', '23207', '22382'}",0.011863366741664962
"{'23206', '23207', '22382'}",0.011863366741664962
"{'23208', '20725', '23209'}",0.011863366741664962
"{'23204', '20719', '20723'}",0.011863366741664962
"{'85099B', '23202', '21931'}",0.011795186473034704
"{'23206', '23208', '23207'}",0.011795186473034704
"{'20724', '20725', '20728'}",0.011795186473034704
"{'20727', '22384', '20725', '22382'}",0.011795186473034704
"{'20723', '20727', '20724', '22355'}",0.011795186473034704
"{'22356', '20724', '20725', '22355'}",0.011795186473034704
"{'22356', '20723', '21212'}",0.011795186473034704
"{'85099B', '20725', '21928'}",0.011795186473034704
"{'20723', '22356', '20727'}",0.011795186473034704
"{'22386', '21929', '21928', '85099B'}",0.011795186473034704
"{'85099B', '20712', '20711', '21931'}",0.011795186473034704
"{'22384', '20727', '22383', '20728'}",0.011727006204404445
"{'85099B', '85099F', '21928'}",0.011727006204404445
"{'20723', '21212', '22355'}",0.011727006204404445
"{'85099B', '20727', '21931'}",0.011727006204404445
"{'22384', '20725', '22382', '20726'}",0.011727006204404445
"{'20724', '22423', '22355'}",0.011727006204404445
"{'22386', '20712', '20711', '85099B'}",0.011658825935774187
"{'22386', '20712', '22379'}",0.011658825935774187
"{'22356', '22197', '20724'}",0.011658825935774187
"{'85099B', '20712', '22386', '21931', '22411'}",0.011658825935774187
"{'20719', '20724', '20725', '22355'}",0.011658825935774187
"{'20719', '22383', '20725'}",0.011658825935774187
"{'23199', '23201', '23203'}",0.011658825935774187
"{'85099B', '20727', '22383'}",0.011658825935774187
"{'20723', '20724', '47566'}",0.011658825935774187
"{'20727', '22662', '22382'}",0.011658825935774187
"{'47566', '20724', '22355'}",0.011658825935774187
"{'22386', '22384', '20725'}",0.011590645667143929
"{'85099B', '85099C', '20725'}",0.011590645667143929
"{'85099B', '20727', '22384'}",0.011590645667143929
"{'22386', '21931', '21928', '22411'}",0.011590645667143929
"{'22356', '47566', '20724'}",0.011590645667143929
"{'23203', '20727', '23209'}",0.011590645667143929
"{'22356', '23205', '20724'}",0.011590645667143929
"{'23199', '23206', '23209'}",0.011590645667143929
"{'22697', '22699', '23170'}",0.011590645667143929
"{'20723', '20724', '20725', '22355'}",0.011590645667143929
"{'22726', '22423', '22727'}",0.011590645667143929
"{'23199', '23206', '23200'}",0.01152246539851367
"{'23199', '23202', '23203', '23200'}",0.01152246539851367
"{'85099B', '21930', '21929'}",0.01152246539851367
"{'20723', '20727', '20725'}",0.01152246539851367
"{'20723', '20719', '20727', '20724'}",0.01152246539851367
"{'22386', '20712', '21930'}",0.01152246539851367
"{'22386', '20727', '85099B'}",0.01152246539851367
"{'22579', '22578', '22577'}",0.01152246539851367
"{'20727', '22384', '20725', '20726'}",0.01152246539851367
"{'22356', '20723', '20728'}",0.01152246539851367
"{'23206', '20726', '20728'}",0.01152246539851367
"{'20727', '20726', '20724'}",0.01152246539851367
"{'22383', '23208', '22382'}",0.01152246539851367
"{'20719', '20724', '22382'}",0.01152246539851367
"{'20727', '20725', '23207'}",0.01152246539851367
"{'20712', '22379', '22411'}",0.011454285129883411
"{'85099B', '21928', '22411', '21929'}",0.011454285129883411
"{'85099B', '23206', '20725'}",0.011454285129883411
"{'22383', '20728', '23207'}",0.011454285129883411
"{'23204', '22356', '20719'}",0.011454285129883411
"{'22697', '23171', '23170'}",0.011454285129883411
"{'22386', '21930', '21931', '85099B'}",0.011454285129883411
"{'22382', '22383', '23209'}",0.011454285129883411
"{'22726', '22728', '22730'}",0.011454285129883411
"{'22356', '23206', '20724'}",0.011454285129883411
"{'20719', '22197', '22355'}",0.011454285129883411
"{'23199', '23206', '20725'}",0.011454285129883411
"{'20719', '20727', '20725'}",0.011454285129883411
"{'22384', '20725', '20724'}",0.011454285129883411
"{'85099B', '23201', '23202'}",0.011454285129883411
"{'20719', '20723', '22423'}",0.011454285129883411
"{'22382', '20726', '20725', '20728'}",0.011454285129883411
"{'85099B', '20725', '21929'}",0.011386104861253153
"{'23206', '20724', '20725'}",0.011386104861253153
"{'85099C', '21930', '21931'}",0.011386104861253153
"{'22356', '20719', '20724', '21212'}",0.011386104861253153
"{'22697', '22699', '23171'}",0.011386104861253153
"{'20726', '20725', '20724'}",0.011386104861253153
"{'22629', '22659', '22630'}",0.011386104861253153
"{'23203', '23208', '23209'}",0.011386104861253153
"{'23199', '23201', '23200'}",0.011386104861253153
"{'85099B', '22663', '21931'}",0.011386104861253153
"{'22356', '20726', '20724'}",0.011386104861253153
"{'20719', '20727', '20724', '22355'}",0.011386104861253153
"{'85099B', '21930', '21928'}",0.011386104861253153
"{'85099B', '23206', '23203'}",0.011386104861253153
"{'20712', '20713', '21931'}",0.011386104861253153
"{'20723', '20727', '20728'}",0.011386104861253153
"{'21931', '22379', '22411'}",0.011386104861253153
"{'23206', '20724', '22355'}",0.011386104861253153
"{'23173', '23174', '23175'}",0.011317924592622895
"{'23199', '20712', '22411'}",0.011317924592622895
"{'23203', '23202', '22411'}",0.011317924592622895
"{'85099B', '22197', '22411'}",0.011317924592622895
"{'20724', '20725', '22382'}",0.011317924592622895
"{'20719', '22423', '21212'}",0.011317924592622895
"{'20719', '22197', '20724'}",0.011317924592622895
"{'85099B', '20712', '20711', '22411'}",0.011317924592622895
"{'85099C', '22411', '21929'}",0.011317924592622895
"{'22386', '21931', '22385', '85099B'}",0.011317924592622895
"{'22356', '20727', '20724', '20719'}",0.011317924592622895
"{'22356', '20727', '20725'}",0.011317924592622895
"{'22384', '22383', '23209'}",0.011317924592622895
"{'20727', '20728', '22355'}",0.011249744323992637
"{'21930', '21931', '21929'}",0.011249744323992637
"{'22386', '22663', '85099B'}",0.011249744323992637
"{'20719', '47566', '20724'}",0.011249744323992637
"{'85099B', '22383', '22411'}",0.011249744323992637
"{'85099B', '20711', '21928'}",0.011249744323992637
"{'23204', '20719', '20724', '22355'}",0.011249744323992637
"{'22386', '22197', '85099B'}",0.011249744323992637
"{'20719', '20723', '22383'}",0.011249744323992637
"{'20724', '22423', '21212'}",0.011249744323992637
"{'22411', '21931', '20713'}",0.011249744323992637
"{'85099B', '23203', '21928'}",0.011249744323992637
"{'85099B', '21931', '21930', '22411'}",0.011249744323992637
"{'22383', '20725', '20724', '22355'}",0.011249744323992637
"{'22356', '21212', '20724', '22355'}",0.011249744323992637
"{'20719', '21212', '20724', '22355'}",0.011249744323992637
"{'22382', '22384', '20725', '20728'}",0.011249744323992637
"{'20723', '20724', '22423'}",0.011249744323992637
"{'20723', '20719', '20726'}",0.011181564055362378
"{'20723', '22197', '20724'}",0.011181564055362378
"{'22917', '22918', '22916'}",0.011181564055362378
"{'20719', '20726', '20725'}",0.011181564055362378
"{'21935', '21931', '85099B'}",0.011181564055362378
"{'22356', '20719', '22383'}",0.011181564055362378
"{'20723', '22356', '20727', '20724'}",0.011181564055362378
"{'85099B', '85099C', '20711'}",0.011181564055362378
"{'22356', '20724', '21931'}",0.011181564055362378
"{'20712', '20711', '22411', '21931'}",0.011181564055362378
"{'85099B', '23203', '21929'}",0.011181564055362378
"{'20723', '20726', '20724'}",0.011181564055362378
"{'23199', '23202', '23203', '85099B'}",0.011181564055362378
"{'22356', '20719', '22423'}",0.01111338378673212
"{'85099B', '20719', '22355'}",0.01111338378673212
"{'22384', '20725', '20728', '20726'}",0.01111338378673212
"{'22356', '20719', '20728'}",0.01111338378673212
"{'22356', '20727', '20724', '22355'}",0.01111338378673212
"{'23204', '20724', '20725'}",0.01111338378673212
"{'20727', '20726', '20725', '20728'}",0.01111338378673212
"{'85099B', '21931', '22355'}",0.01111338378673212
"{'22356', '22383', '20725'}",0.01111338378673212
"{'23199', '85099F', '85099B'}",0.01111338378673212
"{'22356', '22382', '22355'}",0.01111338378673212
"{'22697', '22699', '22666'}",0.01111338378673212
"{'20712', '21930', '22411'}",0.01111338378673212
"{'85099B', '21930', '22385'}",0.01111338378673212
