CustomerID,InvoiceNo,StockCode,Segment,Subsegment
15605,536535,22311,Nurture,Occasional Spenders
17873,536559,84884A,Nurture,Value Seekers
17873,536559,51014C,Nurture,Value Seekers
17873,536559,51014L,Nurture,Value Seekers
17873,536559,51014L,Nurture,Value Seekers
17873,536559,51014C,Nurture,Value Seekers
17873,536559,51014A,Nurture,Value Seekers
17873,536559,22366,Nurture,Value Seekers
17873,536559,22876,Nurture,Value Seekers
17873,536559,22953,Nurture,Value Seekers
17025,536573,84755,Nurture,Win-Back Target
17025,536573,84970L,Nurture,Win-Back Target
17025,536573,22178,Nurture,Win-Back Target
17025,536573,22791,Nurture,Win-Back Target
17025,536574,21756,Nurture,Win-Back Target
17690,536578,22837,Nurture,Sleeping Giants
17690,536578,21484,Nurture,Sleeping Giants
17690,536578,22865,Nurture,Sleeping Giants
17690,536578,22866,Nurture,Sleeping Giants
17690,536578,22834,Nurture,Sleeping Giants
17690,536578,22726,Nurture,Sleeping Giants
17690,536578,22728,Nurture,Sleeping Giants
17690,536578,22729,Nurture,Sleeping Giants
17690,536580,22966,Nurture,Sleeping Giants
17690,536580,22965,Nurture,Sleeping Giants
17690,536580,22975,Nurture,Sleeping Giants
17690,536580,22988,Nurture,Sleeping Giants
17690,536580,22972,Nurture,Sleeping Giants
17690,536580,22974,Nurture,Sleeping Giants
17069,536588,22960,Nurture,Sleeping Giants
17069,536588,22961,Nurture,Sleeping Giants
17069,536588,22962,Nurture,Sleeping Giants
17069,536588,22963,Nurture,Sleeping Giants
17069,536588,21777,Nurture,Sleeping Giants
17069,536588,22666,Nurture,Sleeping Giants
17069,536588,22667,Nurture,Sleeping Giants
17069,536588,84997A,Nurture,Sleeping Giants
17069,536588,84997B,Nurture,Sleeping Giants
17069,536588,84997C,Nurture,Sleeping Giants
17069,536588,84997D,Nurture,Sleeping Giants
15111,536639,22632,Nurture,Sleeping Giants
15111,536639,21872,Nurture,Sleeping Giants
15111,536639,48111,Nurture,Sleeping Giants
15111,536639,21888,Nurture,Sleeping Giants
15111,536639,22867,Nurture,Sleeping Giants
15111,536639,22866,Nurture,Sleeping Giants
15111,536639,22865,Nurture,Sleeping Giants
15111,536639,22112,Nurture,Sleeping Giants
15111,536639,84029G,Nurture,Sleeping Giants
15111,536639,22637,Nurture,Sleeping Giants
15111,536639,22090,Nurture,Sleeping Giants
15111,536639,21042,Nurture,Sleeping Giants
15111,536639,22961,Nurture,Sleeping Giants
15111,536639,22365,Nurture,Sleeping Giants
15111,536639,48138,Nurture,Sleeping Giants
15111,536639,22822,Nurture,Sleeping Giants
15827,536738,22806,Nurture,Sleeping Giants
15827,536738,22893,Nurture,Sleeping Giants
15827,536738,21843,Nurture,Sleeping Giants
15827,536738,21217,Nurture,Sleeping Giants
15827,536738,20914,Nurture,Sleeping Giants
15827,536738,22841,Nurture,Sleeping Giants
15827,536738,22840,Nurture,Sleeping Giants
15827,536740,22963,Nurture,Sleeping Giants
15827,536740,22962,Nurture,Sleeping Giants
15827,536740,22961,Nurture,Sleeping Giants
15827,536740,22966,Nurture,Sleeping Giants
15827,536740,22964,Nurture,Sleeping Giants
15827,536740,22969,Nurture,Sleeping Giants
15827,536740,21217,Nurture,Sleeping Giants
14466,536744,22898,Nurture,Value Seekers
14466,536744,47591D,Nurture,Value Seekers
14466,536744,21156,Nurture,Value Seekers
14466,536744,22367,Nurture,Value Seekers
14466,536744,22955,Nurture,Value Seekers
14466,536744,22956,Nurture,Value Seekers
14466,536744,21625,Nurture,Value Seekers
14466,536744,22423,Nurture,Value Seekers
14466,536744,21843,Nurture,Value Seekers
14466,536744,22839,Nurture,Value Seekers
16203,536793,22727,Nurture,Occasional Spenders
16203,536793,22725,Nurture,Occasional Spenders
16203,536793,22726,Nurture,Occasional Spenders
16203,536793,22960,Nurture,Occasional Spenders
16203,536793,22568,Nurture,Occasional Spenders
16203,536793,22570,Nurture,Occasional Spenders
16203,536793,20971,Nurture,Occasional Spenders
16203,536793,22750,Nurture,Occasional Spenders
16203,536793,21912,Nurture,Occasional Spenders
16203,536793,21914,Nurture,Occasional Spenders
16203,536793,22264,Nurture,Occasional Spenders
17838,536798,22427,Nurture,Value Seekers
17838,536798,37370,Nurture,Value Seekers
17838,536798,21877,Nurture,Value Seekers
17838,536798,79066K,Nurture,Value Seekers
17838,536798,22424,Nurture,Value Seekers
17838,536798,22426,Nurture,Value Seekers
17838,536798,22429,Nurture,Value Seekers
17838,536798,22428,Nurture,Value Seekers
17838,536798,82552,Nurture,Value Seekers
17838,536798,82551,Nurture,Value Seekers
17838,536798,82578,Nurture,Value Seekers
17838,536798,82581,Nurture,Value Seekers
17838,536798,82599,Nurture,Value Seekers
17838,536798,21874,Nurture,Value Seekers
17838,536798,21911,Nurture,Value Seekers
17838,536798,21181,Nurture,Value Seekers
17838,536798,21908,Nurture,Value Seekers
17838,536798,22413,Nurture,Value Seekers
17838,536798,21169,Nurture,Value Seekers
17838,536798,82583,Nurture,Value Seekers
17838,536798,82567,Nurture,Value Seekers
17838,536798,82583,Nurture,Value Seekers
17838,536798,21166,Nurture,Value Seekers
17838,536798,21901,Nurture,Value Seekers
17838,536798,21899,Nurture,Value Seekers
17838,536798,21874,Nurture,Value Seekers
17838,536798,21174,Nurture,Value Seekers
17838,536798,21175,Nurture,Value Seekers
17838,536798,21900,Nurture,Value Seekers
17838,536798,21902,Nurture,Value Seekers
17838,536798,48138,Nurture,Value Seekers
14829,536800,22960,Nurture,Occasional Spenders
14829,536800,22969,Nurture,Occasional Spenders
14829,536800,22099,Nurture,Occasional Spenders
14829,536800,22718,Nurture,Occasional Spenders
14829,536800,22717,Nurture,Occasional Spenders
14829,536800,22024,Nurture,Occasional Spenders
14829,536800,22028,Nurture,Occasional Spenders
14829,536800,22716,Nurture,Occasional Spenders
14829,536800,47591D,Nurture,Occasional Spenders
14829,536800,47567B,Nurture,Occasional Spenders
14829,536800,22961,Nurture,Occasional Spenders
14829,536800,22814,Nurture,Occasional Spenders
14829,536800,22983,Nurture,Occasional Spenders
14829,536800,22031,Nurture,Occasional Spenders
14829,536800,22379,Nurture,Occasional Spenders
14829,536800,84378,Nurture,Occasional Spenders
14829,536800,22727,Nurture,Occasional Spenders
14829,536800,22726,Nurture,Occasional Spenders
14829,536800,22730,Nurture,Occasional Spenders
14775,536805,21788,Nurture,Occasional Spenders
14775,536805,22321,Nurture,Occasional Spenders
14775,536805,22492,Nurture,Occasional Spenders
14775,536805,20971,Nurture,Occasional Spenders
14775,536805,20972,Nurture,Occasional Spenders
14775,536805,20974,Nurture,Occasional Spenders
14775,536805,20973,Nurture,Occasional Spenders
14775,536805,22561,Nurture,Occasional Spenders
14775,536805,22491,Nurture,Occasional Spenders
14775,536805,22489,Nurture,Occasional Spenders
14775,536805,15036,Nurture,Occasional Spenders
14775,536805,21069,Nurture,Occasional Spenders
14775,536805,37370,Nurture,Occasional Spenders
14775,536805,22567,Nurture,Occasional Spenders
14775,536805,22558,Nurture,Occasional Spenders
14775,536805,22408,Nurture,Occasional Spenders
14775,536805,22406,Nurture,Occasional Spenders
14775,536805,22405,Nurture,Occasional Spenders
14775,536805,21908,Nurture,Occasional Spenders
14775,536805,85152,Nurture,Occasional Spenders
15299,536809,84950,Nurture,Win-Back Target
15299,536810,21833,Nurture,Win-Back Target
15299,536811,22275,Nurture,Win-Back Target
16029,536831,84880,Nurture,Value Seekers
16029,536831,22207,Nurture,Value Seekers
16029,536831,21929,Nurture,Value Seekers
16029,536831,21928,Nurture,Value Seekers
13145,536835,22655,Nurture,Win-Back Target
16150,536841,22766,Nurture,Sleeping Giants
16150,536841,22768,Nurture,Sleeping Giants
16150,536841,21260,Nurture,Sleeping Giants
16150,536841,22169,Nurture,Sleeping Giants
16150,536841,84879,Nurture,Sleeping Giants
16150,536841,22171,Nurture,Sleeping Giants
16150,536841,22170,Nurture,Sleeping Giants
16150,536841,22470,Nurture,Sleeping Giants
16150,536841,22469,Nurture,Sleeping Giants
16150,536841,22969,Nurture,Sleeping Giants
16150,536841,22771,Nurture,Sleeping Giants
16150,536841,22772,Nurture,Sleeping Giants
16150,536841,22775,Nurture,Sleeping Giants
16150,536841,21428,Nurture,Sleeping Giants
16150,536841,21429,Nurture,Sleeping Giants
16150,536841,21430,Nurture,Sleeping Giants
16150,536841,22077,Nurture,Sleeping Giants
16150,536841,22356,Nurture,Sleeping Giants
16150,536841,20724,Nurture,Sleeping Giants
16150,536841,22759,Nurture,Sleeping Giants
16150,536841,21143,Nurture,Sleeping Giants
16150,536841,85064,Nurture,Sleeping Giants
17552,536842,20726,Nurture,Occasional Spenders
17552,536842,20977,Nurture,Occasional Spenders
17552,536842,22623,Nurture,Occasional Spenders
17552,536842,22617,Nurture,Occasional Spenders
17552,536842,22502,Nurture,Occasional Spenders
17552,536842,47590B,Nurture,Occasional Spenders
17552,536842,47590A,Nurture,Occasional Spenders
17552,536842,21981,Nurture,Occasional Spenders
17552,536842,22584,Nurture,Occasional Spenders
17552,536842,21033,Nurture,Occasional Spenders
17552,536842,22551,Nurture,Occasional Spenders
17552,536843,22966,Nurture,Occasional Spenders
17552,536843,22890,Nurture,Occasional Spenders
14236,536844,22502,Nurture,Win-Back Target
14236,536844,21430,Nurture,Win-Back Target
14236,536844,22841,Nurture,Win-Back Target
17396,536849,22730,Nurture,Value Seekers
17396,536849,22727,Nurture,Value Seekers
17396,536849,22728,Nurture,Value Seekers
13520,536858,22326,Nurture,Value Seekers
13520,536858,22554,Nurture,Value Seekers
13520,536858,21731,Nurture,Value Seekers
13520,536858,20677,Nurture,Value Seekers
13520,536858,20750,Nurture,Value Seekers
16477,536960,22114,Nurture,Sleeping Giants
16477,536960,21945,Nurture,Sleeping Giants
16477,536960,22141,Nurture,Sleeping Giants
16477,536960,22142,Nurture,Sleeping Giants
16477,536960,22144,Nurture,Sleeping Giants
16477,536960,21704,Nurture,Sleeping Giants
16477,536960,21889,Nurture,Sleeping Giants
16477,536960,21890,Nurture,Sleeping Giants
16477,536960,21914,Nurture,Sleeping Giants
16477,536960,20975,Nurture,Sleeping Giants
16477,536960,22505,Nurture,Sleeping Giants
16477,536960,22086,Nurture,Sleeping Giants
16477,536960,22112,Nurture,Sleeping Giants
16477,536960,47590A,Nurture,Sleeping Giants
12600,536967,85099B,Nurture,Value Seekers
12779,536971,21733,Nurture,Value Seekers
12779,536971,21232,Nurture,Value Seekers
12779,536971,37446,Nurture,Value Seekers
12779,536971,37448,Nurture,Value Seekers
12779,536971,21700,Nurture,Value Seekers
12779,536971,22844,Nurture,Value Seekers
12779,536971,22961,Nurture,Value Seekers
12779,536971,22969,Nurture,Value Seekers
17819,536980,22632,Nurture,Value Seekers
17819,536980,22865,Nurture,Value Seekers
17819,536980,22866,Nurture,Value Seekers
17819,536980,22952,Nurture,Value Seekers
17819,536980,85230B,Nurture,Value Seekers
17819,536980,85230F,Nurture,Value Seekers
17819,536980,22910,Nurture,Value Seekers
17819,536980,22909,Nurture,Value Seekers
17819,536980,22423,Nurture,Value Seekers
17819,536980,22699,Nurture,Value Seekers
17819,536980,22697,Nurture,Value Seekers
17819,536980,22306,Nurture,Value Seekers
12712,536983,22331,Nurture,Value Seekers
12712,536983,22865,Nurture,Value Seekers
12712,536983,22171,Nurture,Value Seekers
12712,536983,22926,Nurture,Value Seekers
12712,536983,22914,Nurture,Value Seekers
12712,536983,84849D,Nurture,Value Seekers
12712,536983,22445,Nurture,Value Seekers
12712,536983,16016,Nurture,Value Seekers
16140,536986,21479,Nurture,Occasional Spenders
16140,536986,22492,Nurture,Occasional Spenders
16140,536986,21509,Nurture,Occasional Spenders
16140,536986,22909,Nurture,Occasional Spenders
16140,536986,22694,Nurture,Occasional Spenders
16140,536986,22409,Nurture,Occasional Spenders
16140,536986,22470,Nurture,Occasional Spenders
14396,536993,22470,Nurture,Potential Upscale
14396,536993,84562A,Nurture,Potential Upscale
14396,536993,21932,Nurture,Potential Upscale
14396,536993,21936,Nurture,Potential Upscale
14396,536993,21933,Nurture,Potential Upscale
14396,536993,20726,Nurture,Potential Upscale
14396,536993,22111,Nurture,Potential Upscale
14396,536993,21329,Nurture,Potential Upscale
14396,536993,21327,Nurture,Potential Upscale
14396,536993,22837,Nurture,Potential Upscale
14396,536993,20828,Nurture,Potential Upscale
14396,536993,22077,Nurture,Potential Upscale
14396,536993,21040,Nurture,Potential Upscale
14396,536993,21937,Nurture,Potential Upscale
14396,536993,22736,Nurture,Potential Upscale
14396,536993,22739,Nurture,Potential Upscale
14396,536993,22735,Nurture,Potential Upscale
14396,536993,22737,Nurture,Potential Upscale
14396,536993,22865,Nurture,Potential Upscale
14396,536993,22867,Nurture,Potential Upscale
14396,536993,21733,Nurture,Potential Upscale
14396,536993,85123A,Nurture,Potential Upscale
14396,536993,22418,Nurture,Potential Upscale
14396,536993,22666,Nurture,Potential Upscale
14396,536993,21591,Nurture,Potential Upscale
14396,536993,22701,Nurture,Potential Upscale
14396,536993,22964,Nurture,Potential Upscale
14396,536993,22866,Nurture,Potential Upscale
14396,536993,22359,Nurture,Potential Upscale
14396,536993,22361,Nurture,Potential Upscale
14396,536993,22362,Nurture,Potential Upscale
14396,536993,82011C,Nurture,Potential Upscale
14396,536993,84865,Nurture,Potential Upscale
14396,536993,21955,Nurture,Potential Upscale
16455,537030,22587,Nurture,Sleeping Giants
16455,537030,22586,Nurture,Sleeping Giants
16455,537030,22565,Nurture,Sleeping Giants
16455,537030,22566,Nurture,Sleeping Giants
16455,537030,22150,Nurture,Sleeping Giants
16455,537030,22149,Nurture,Sleeping Giants
16455,537030,22147,Nurture,Sleeping Giants
16455,537030,20971,Nurture,Sleeping Giants
16455,537030,20972,Nurture,Sleeping Giants
16455,537030,22438,Nurture,Sleeping Giants
16455,537030,22570,Nurture,Sleeping Giants
16455,537030,20970,Nurture,Sleeping Giants
16455,537030,20969,Nurture,Sleeping Giants
16455,537031,22775,Nurture,Sleeping Giants
16455,537031,22774,Nurture,Sleeping Giants
16455,537031,22773,Nurture,Sleeping Giants
16455,537031,22772,Nurture,Sleeping Giants
16455,537031,22771,Nurture,Sleeping Giants
16455,537031,22805,Nurture,Sleeping Giants
17863,537163,22738,Nurture,Value Seekers
17863,537163,22551,Nurture,Value Seekers
17863,537163,22557,Nurture,Value Seekers
17863,537163,22659,Nurture,Value Seekers
17863,537163,22435,Nurture,Value Seekers
17863,537163,22466,Nurture,Value Seekers
17863,537163,21731,Nurture,Value Seekers
17863,537163,21094,Nurture,Value Seekers
17863,537163,21086,Nurture,Value Seekers
17863,537163,21914,Nurture,Value Seekers
17863,537163,22027,Nurture,Value Seekers
17863,537163,22712,Nurture,Value Seekers
17863,537163,22714,Nurture,Value Seekers
17863,537163,21577,Nurture,Value Seekers
17863,537163,21580,Nurture,Value Seekers
17863,537163,22331,Nurture,Value Seekers
17863,537163,22334,Nurture,Value Seekers
17863,537163,22801,Nurture,Value Seekers
17863,537163,21429,Nurture,Value Seekers
17863,537163,85199L,Nurture,Value Seekers
17863,537163,22791,Nurture,Value Seekers
12472,537201,22781,Nurture,Sleeping Giants
12472,537201,22865,Nurture,Sleeping Giants
12472,537201,22960,Nurture,Sleeping Giants
12472,537201,22961,Nurture,Sleeping Giants
12472,537201,22962,Nurture,Sleeping Giants
12472,537201,22963,Nurture,Sleeping Giants
12472,537201,22964,Nurture,Sleeping Giants
12472,537201,22972,Nurture,Sleeping Giants
12472,537201,22973,Nurture,Sleeping Giants
12472,537201,22975,Nurture,Sleeping Giants
12472,537201,22976,Nurture,Sleeping Giants
12472,537201,22834,Nurture,Sleeping Giants
12472,537201,22568,Nurture,Sleeping Giants
12472,537201,84375,Nurture,Sleeping Giants
12472,537201,22940,Nurture,Sleeping Giants
12472,537201,22898,Nurture,Sleeping Giants
12472,537201,22837,Nurture,Sleeping Giants
12472,537201,22968,Nurture,Sleeping Giants
12472,537201,22816,Nurture,Sleeping Giants
12472,537201,22818,Nurture,Sleeping Giants
12472,537201,21915,Nurture,Sleeping Giants
12472,537201,21914,Nurture,Sleeping Giants
12472,537201,22333,Nurture,Sleeping Giants
12472,537201,20668,Nurture,Sleeping Giants
12472,537201,21817,Nurture,Sleeping Giants
12472,537201,22337,Nurture,Sleeping Giants
12472,537201,22571,Nurture,Sleeping Giants
12472,537201,22572,Nurture,Sleeping Giants
12472,537201,22579,Nurture,Sleeping Giants
12472,537201,22601,Nurture,Sleeping Giants
12472,537201,84341B,Nurture,Sleeping Giants
12472,537201,22629,Nurture,Sleeping Giants
12472,537201,22326,Nurture,Sleeping Giants
12472,537201,20719,Nurture,Sleeping Giants
12472,537201,22556,Nurture,Sleeping Giants
12472,537201,22895,Nurture,Sleeping Giants
12472,537201,20750,Nurture,Sleeping Giants
12472,537201,22321,Nurture,Sleeping Giants
12472,537201,22354,Nurture,Sleeping Giants
12472,537201,22077,Nurture,Sleeping Giants
12472,537201,85049E,Nurture,Sleeping Giants
12472,537201,85049D,Nurture,Sleeping Giants
12472,537201,85049F,Nurture,Sleeping Giants
12472,537201,85049G,Nurture,Sleeping Giants
12472,537201,22141,Nurture,Sleeping Giants
12472,537201,22144,Nurture,Sleeping Giants
12472,537201,22602,Nurture,Sleeping Giants
12472,537201,22600,Nurture,Sleeping Giants
12472,537201,22595,Nurture,Sleeping Giants
12472,537201,22594,Nurture,Sleeping Giants
12472,537201,22593,Nurture,Sleeping Giants
12472,537201,22573,Nurture,Sleeping Giants
12472,537201,22574,Nurture,Sleeping Giants
12472,537201,22577,Nurture,Sleeping Giants
12472,537201,22578,Nurture,Sleeping Giants
12472,537201,20724,Nurture,Sleeping Giants
12472,537201,22423,Nurture,Sleeping Giants
12472,537201,22328,Nurture,Sleeping Giants
12472,537201,22631,Nurture,Sleeping Giants
12472,537201,22080,Nurture,Sleeping Giants
12472,537201,22079,Nurture,Sleeping Giants
12472,537201,22078,Nurture,Sleeping Giants
12472,537201,22867,Nurture,Sleeping Giants
12472,537201,22467,Nurture,Sleeping Giants
12472,537201,22242,Nurture,Sleeping Giants
12472,537201,22244,Nurture,Sleeping Giants
12472,537201,22245,Nurture,Sleeping Giants
12472,537201,20914,Nurture,Sleeping Giants
12472,537201,22636,Nurture,Sleeping Giants
13034,537205,22251,Nurture,Occasional Spenders
13034,537205,22252,Nurture,Occasional Spenders
13034,537205,22135,Nurture,Occasional Spenders
13034,537205,22131,Nurture,Occasional Spenders
